Index,Syllable,Character Slot 1,Character Slot 2,Character Slot 3
9057,콠,ㅋ,ㅗ,ㄽ
9058,콡,ㅋ,ㅗ,ㄾ
9059,콢,ㅋ,ㅗ,ㄿ
9060,콣,ㅋ,ㅗ,ㅀ
9061,콤,ㅋ,ㅗ,ㅁ
9062,콥,ㅋ,ㅗ,ㅂ
9063,콦,ㅋ,ㅗ,ㅄ
9064,콧,ㅋ,ㅗ,ㅅ
9065,콨,ㅋ,ㅗ,ㅆ
9066,콩,ㅋ,ㅗ,ㅇ
9067,콪,ㅋ,ㅗ,ㅈ
9068,콫,ㅋ,ㅗ,ㅊ
9069,콬,ㅋ,ㅗ,ㅋ
9070,콭,ㅋ,ㅗ,ㅌ
9071,콮,ㅋ,ㅗ,ㅍ
9072,콯,ㅋ,ㅗ,ㅎ
9073,콰,ㅋ,ㅘ,
9074,콱,ㅋ,ㅘ,ㄱ
9075,콲,ㅋ,ㅘ,ㄲ
9076,콳,ㅋ,ㅘ,ㄳ
9077,콴,ㅋ,ㅘ,ㄴ
9078,콵,ㅋ,ㅘ,ㄵ
9079,콶,ㅋ,ㅘ,ㄶ
9080,콷,ㅋ,ㅘ,ㄷ
9081,콸,ㅋ,ㅘ,ㄹ
9082,콹,ㅋ,ㅘ,ㄺ
9083,콺,ㅋ,ㅘ,ㄻ
9084,콻,ㅋ,ㅘ,ㄼ
9085,콼,ㅋ,ㅘ,ㄽ
9086,콽,ㅋ,ㅘ,ㄾ
9087,콾,ㅋ,ㅘ,ㄿ
9088,콿,ㅋ,ㅘ,ㅀ
9089,쾀,ㅋ,ㅘ,ㅁ
9090,쾁,ㅋ,ㅘ,ㅂ
9091,쾂,ㅋ,ㅘ,ㅄ
9092,쾃,ㅋ,ㅘ,ㅅ
9093,쾄,ㅋ,ㅘ,ㅆ
9094,쾅,ㅋ,ㅘ,ㅇ
9095,쾆,ㅋ,ㅘ,ㅈ
9096,쾇,ㅋ,ㅘ,ㅊ
9097,쾈,ㅋ,ㅘ,ㅋ
9098,쾉,ㅋ,ㅘ,ㅌ
9099,쾊,ㅋ,ㅘ,ㅍ
9100,쾋,ㅋ,ㅘ,ㅎ
9101,쾌,ㅋ,ㅙ,
9102,쾍,ㅋ,ㅙ,ㄱ
9103,쾎,ㅋ,ㅙ,ㄲ
9104,쾏,ㅋ,ㅙ,ㄳ
9105,쾐,ㅋ,ㅙ,ㄴ
9106,쾑,ㅋ,ㅙ,ㄵ
9107,쾒,ㅋ,ㅙ,ㄶ
9108,쾓,ㅋ,ㅙ,ㄷ
9109,쾔,ㅋ,ㅙ,ㄹ
9110,쾕,ㅋ,ㅙ,ㄺ
9111,쾖,ㅋ,ㅙ,ㄻ
9112,쾗,ㅋ,ㅙ,ㄼ
9113,쾘,ㅋ,ㅙ,ㄽ
9114,쾙,ㅋ,ㅙ,ㄾ
9115,쾚,ㅋ,ㅙ,ㄿ
9116,쾛,ㅋ,ㅙ,ㅀ
9117,쾜,ㅋ,ㅙ,ㅁ
9118,쾝,ㅋ,ㅙ,ㅂ
9119,쾞,ㅋ,ㅙ,ㅄ
9120,쾟,ㅋ,ㅙ,ㅅ
9121,쾠,ㅋ,ㅙ,ㅆ
9122,쾡,ㅋ,ㅙ,ㅇ
9123,쾢,ㅋ,ㅙ,ㅈ
9124,쾣,ㅋ,ㅙ,ㅊ
9125,쾤,ㅋ,ㅙ,ㅋ
9126,쾥,ㅋ,ㅙ,ㅌ
9127,쾦,ㅋ,ㅙ,ㅍ
9128,쾧,ㅋ,ㅙ,ㅎ
9129,쾨,ㅋ,ㅚ,
9130,쾩,ㅋ,ㅚ,ㄱ
9131,쾪,ㅋ,ㅚ,ㄲ
9132,쾫,ㅋ,ㅚ,ㄳ
9133,쾬,ㅋ,ㅚ,ㄴ
9134,쾭,ㅋ,ㅚ,ㄵ
9135,쾮,ㅋ,ㅚ,ㄶ
9136,쾯,ㅋ,ㅚ,ㄷ
9137,쾰,ㅋ,ㅚ,ㄹ
9138,쾱,ㅋ,ㅚ,ㄺ
9139,쾲,ㅋ,ㅚ,ㄻ
9140,쾳,ㅋ,ㅚ,ㄼ
9141,쾴,ㅋ,ㅚ,ㄽ
9142,쾵,ㅋ,ㅚ,ㄾ
9143,쾶,ㅋ,ㅚ,ㄿ
9144,쾷,ㅋ,ㅚ,ㅀ
9145,쾸,ㅋ,ㅚ,ㅁ
9146,쾹,ㅋ,ㅚ,ㅂ
9147,쾺,ㅋ,ㅚ,ㅄ
9148,쾻,ㅋ,ㅚ,ㅅ
9149,쾼,ㅋ,ㅚ,ㅆ
9150,쾽,ㅋ,ㅚ,ㅇ
9151,쾾,ㅋ,ㅚ,ㅈ
9152,쾿,ㅋ,ㅚ,ㅊ
9153,쿀,ㅋ,ㅚ,ㅋ
9154,쿁,ㅋ,ㅚ,ㅌ
9155,쿂,ㅋ,ㅚ,ㅍ
9156,쿃,ㅋ,ㅚ,ㅎ
9157,쿄,ㅋ,ㅛ,
9158,쿅,ㅋ,ㅛ,ㄱ
9159,쿆,ㅋ,ㅛ,ㄲ
9160,쿇,ㅋ,ㅛ,ㄳ
9161,쿈,ㅋ,ㅛ,ㄴ
9162,쿉,ㅋ,ㅛ,ㄵ
9163,쿊,ㅋ,ㅛ,ㄶ
9164,쿋,ㅋ,ㅛ,ㄷ
9165,쿌,ㅋ,ㅛ,ㄹ
9166,쿍,ㅋ,ㅛ,ㄺ
9167,쿎,ㅋ,ㅛ,ㄻ
9168,쿏,ㅋ,ㅛ,ㄼ
9169,쿐,ㅋ,ㅛ,ㄽ
9170,쿑,ㅋ,ㅛ,ㄾ
9171,쿒,ㅋ,ㅛ,ㄿ
9172,쿓,ㅋ,ㅛ,ㅀ
9173,쿔,ㅋ,ㅛ,ㅁ
9174,쿕,ㅋ,ㅛ,ㅂ
9175,쿖,ㅋ,ㅛ,ㅄ
9176,쿗,ㅋ,ㅛ,ㅅ
9177,쿘,ㅋ,ㅛ,ㅆ
9178,쿙,ㅋ,ㅛ,ㅇ
9179,쿚,ㅋ,ㅛ,ㅈ
9180,쿛,ㅋ,ㅛ,ㅊ
9181,쿜,ㅋ,ㅛ,ㅋ
9182,쿝,ㅋ,ㅛ,ㅌ
9183,쿞,ㅋ,ㅛ,ㅍ
9184,쿟,ㅋ,ㅛ,ㅎ
9185,쿠,ㅋ,ㅜ,
9186,쿡,ㅋ,ㅜ,ㄱ
9187,쿢,ㅋ,ㅜ,ㄲ
9188,쿣,ㅋ,ㅜ,ㄳ
9189,쿤,ㅋ,ㅜ,ㄴ
9190,쿥,ㅋ,ㅜ,ㄵ
9191,쿦,ㅋ,ㅜ,ㄶ
9192,쿧,ㅋ,ㅜ,ㄷ
9193,쿨,ㅋ,ㅜ,ㄹ
9194,쿩,ㅋ,ㅜ,ㄺ
9195,쿪,ㅋ,ㅜ,ㄻ
9196,쿫,ㅋ,ㅜ,ㄼ
9197,쿬,ㅋ,ㅜ,ㄽ
9198,쿭,ㅋ,ㅜ,ㄾ
9199,쿮,ㅋ,ㅜ,ㄿ
9200,쿯,ㅋ,ㅜ,ㅀ
9201,쿰,ㅋ,ㅜ,ㅁ
9202,쿱,ㅋ,ㅜ,ㅂ
9203,쿲,ㅋ,ㅜ,ㅄ
9204,쿳,ㅋ,ㅜ,ㅅ
9205,쿴,ㅋ,ㅜ,ㅆ
9206,쿵,ㅋ,ㅜ,ㅇ
9207,쿶,ㅋ,ㅜ,ㅈ
9208,쿷,ㅋ,ㅜ,ㅊ
9209,쿸,ㅋ,ㅜ,ㅋ
9210,쿹,ㅋ,ㅜ,ㅌ
9211,쿺,ㅋ,ㅜ,ㅍ
9212,쿻,ㅋ,ㅜ,ㅎ
9213,쿼,ㅋ,ㅝ,
9214,쿽,ㅋ,ㅝ,ㄱ
9215,쿾,ㅋ,ㅝ,ㄲ
9216,쿿,ㅋ,ㅝ,ㄳ
9217,퀀,ㅋ,ㅝ,ㄴ
9218,퀁,ㅋ,ㅝ,ㄵ
9219,퀂,ㅋ,ㅝ,ㄶ
9220,퀃,ㅋ,ㅝ,ㄷ
9221,퀄,ㅋ,ㅝ,ㄹ
9222,퀅,ㅋ,ㅝ,ㄺ
9223,퀆,ㅋ,ㅝ,ㄻ
9224,퀇,ㅋ,ㅝ,ㄼ
9225,퀈,ㅋ,ㅝ,ㄽ
9226,퀉,ㅋ,ㅝ,ㄾ
9227,퀊,ㅋ,ㅝ,ㄿ
9228,퀋,ㅋ,ㅝ,ㅀ
9229,퀌,ㅋ,ㅝ,ㅁ
9230,퀍,ㅋ,ㅝ,ㅂ
9231,퀎,ㅋ,ㅝ,ㅄ
9232,퀏,ㅋ,ㅝ,ㅅ
9233,퀐,ㅋ,ㅝ,ㅆ
9234,퀑,ㅋ,ㅝ,ㅇ
9235,퀒,ㅋ,ㅝ,ㅈ
9236,퀓,ㅋ,ㅝ,ㅊ
9237,퀔,ㅋ,ㅝ,ㅋ
9238,퀕,ㅋ,ㅝ,ㅌ
9239,퀖,ㅋ,ㅝ,ㅍ
9240,퀗,ㅋ,ㅝ,ㅎ
9241,퀘,ㅋ,ㅞ,
9242,퀙,ㅋ,ㅞ,ㄱ
9243,퀚,ㅋ,ㅞ,ㄲ
9244,퀛,ㅋ,ㅞ,ㄳ
9245,퀜,ㅋ,ㅞ,ㄴ
9246,퀝,ㅋ,ㅞ,ㄵ
9247,퀞,ㅋ,ㅞ,ㄶ
9248,퀟,ㅋ,ㅞ,ㄷ
9249,퀠,ㅋ,ㅞ,ㄹ
9250,퀡,ㅋ,ㅞ,ㄺ
9251,퀢,ㅋ,ㅞ,ㄻ
9252,퀣,ㅋ,ㅞ,ㄼ
9253,퀤,ㅋ,ㅞ,ㄽ
9254,퀥,ㅋ,ㅞ,ㄾ
9255,퀦,ㅋ,ㅞ,ㄿ
9256,퀧,ㅋ,ㅞ,ㅀ
9257,퀨,ㅋ,ㅞ,ㅁ
9258,퀩,ㅋ,ㅞ,ㅂ
9259,퀪,ㅋ,ㅞ,ㅄ
9260,퀫,ㅋ,ㅞ,ㅅ
9261,퀬,ㅋ,ㅞ,ㅆ
9262,퀭,ㅋ,ㅞ,ㅇ
9263,퀮,ㅋ,ㅞ,ㅈ
9264,퀯,ㅋ,ㅞ,ㅊ
9265,퀰,ㅋ,ㅞ,ㅋ
9266,퀱,ㅋ,ㅞ,ㅌ
9267,퀲,ㅋ,ㅞ,ㅍ
9268,퀳,ㅋ,ㅞ,ㅎ
9269,퀴,ㅋ,ㅟ,
9270,퀵,ㅋ,ㅟ,ㄱ
9271,퀶,ㅋ,ㅟ,ㄲ
9272,퀷,ㅋ,ㅟ,ㄳ
9273,퀸,ㅋ,ㅟ,ㄴ
9274,퀹,ㅋ,ㅟ,ㄵ
9275,퀺,ㅋ,ㅟ,ㄶ
9276,퀻,ㅋ,ㅟ,ㄷ
9277,퀼,ㅋ,ㅟ,ㄹ
9278,퀽,ㅋ,ㅟ,ㄺ
9279,퀾,ㅋ,ㅟ,ㄻ
9280,퀿,ㅋ,ㅟ,ㄼ
9281,큀,ㅋ,ㅟ,ㄽ
9282,큁,ㅋ,ㅟ,ㄾ
9283,큂,ㅋ,ㅟ,ㄿ
9284,큃,ㅋ,ㅟ,ㅀ
9285,큄,ㅋ,ㅟ,ㅁ
9286,큅,ㅋ,ㅟ,ㅂ
9287,큆,ㅋ,ㅟ,ㅄ
9288,큇,ㅋ,ㅟ,ㅅ
9289,큈,ㅋ,ㅟ,ㅆ
9290,큉,ㅋ,ㅟ,ㅇ
9291,큊,ㅋ,ㅟ,ㅈ
9292,큋,ㅋ,ㅟ,ㅊ
9293,큌,ㅋ,ㅟ,ㅋ
9294,큍,ㅋ,ㅟ,ㅌ
9295,큎,ㅋ,ㅟ,ㅍ
9296,큏,ㅋ,ㅟ,ㅎ
9297,큐,ㅋ,ㅠ,
9298,큑,ㅋ,ㅠ,ㄱ
9299,큒,ㅋ,ㅠ,ㄲ
9300,큓,ㅋ,ㅠ,ㄳ
9301,큔,ㅋ,ㅠ,ㄴ
9302,큕,ㅋ,ㅠ,ㄵ
9303,큖,ㅋ,ㅠ,ㄶ
9304,큗,ㅋ,ㅠ,ㄷ
9305,큘,ㅋ,ㅠ,ㄹ
9306,큙,ㅋ,ㅠ,ㄺ
9307,큚,ㅋ,ㅠ,ㄻ
9308,큛,ㅋ,ㅠ,ㄼ
9309,큜,ㅋ,ㅠ,ㄽ
9310,큝,ㅋ,ㅠ,ㄾ
9311,큞,ㅋ,ㅠ,ㄿ
9312,큟,ㅋ,ㅠ,ㅀ
9313,큠,ㅋ,ㅠ,ㅁ
9314,큡,ㅋ,ㅠ,ㅂ
9315,큢,ㅋ,ㅠ,ㅄ
9316,큣,ㅋ,ㅠ,ㅅ
9317,큤,ㅋ,ㅠ,ㅆ
9318,큥,ㅋ,ㅠ,ㅇ
9319,큦,ㅋ,ㅠ,ㅈ
9320,큧,ㅋ,ㅠ,ㅊ
9321,큨,ㅋ,ㅠ,ㅋ
9322,큩,ㅋ,ㅠ,ㅌ
9323,큪,ㅋ,ㅠ,ㅍ
9324,큫,ㅋ,ㅠ,ㅎ
9325,크,ㅋ,ㅡ,
9326,큭,ㅋ,ㅡ,ㄱ
9327,큮,ㅋ,ㅡ,ㄲ
9328,큯,ㅋ,ㅡ,ㄳ
9329,큰,ㅋ,ㅡ,ㄴ
9330,큱,ㅋ,ㅡ,ㄵ
9331,큲,ㅋ,ㅡ,ㄶ
9332,큳,ㅋ,ㅡ,ㄷ
9333,클,ㅋ,ㅡ,ㄹ
9334,큵,ㅋ,ㅡ,ㄺ
9335,큶,ㅋ,ㅡ,ㄻ
9336,큷,ㅋ,ㅡ,ㄼ
9337,큸,ㅋ,ㅡ,ㄽ
9338,큹,ㅋ,ㅡ,ㄾ
9339,큺,ㅋ,ㅡ,ㄿ
9340,큻,ㅋ,ㅡ,ㅀ
9341,큼,ㅋ,ㅡ,ㅁ
9342,큽,ㅋ,ㅡ,ㅂ
9343,큾,ㅋ,ㅡ,ㅄ
9344,큿,ㅋ,ㅡ,ㅅ
9345,킀,ㅋ,ㅡ,ㅆ
9346,킁,ㅋ,ㅡ,ㅇ
9347,킂,ㅋ,ㅡ,ㅈ
9348,킃,ㅋ,ㅡ,ㅊ
9349,킄,ㅋ,ㅡ,ㅋ
9350,킅,ㅋ,ㅡ,ㅌ
9351,킆,ㅋ,ㅡ,ㅍ
9352,킇,ㅋ,ㅡ,ㅎ
9353,킈,ㅋ,ㅢ,
9354,킉,ㅋ,ㅢ,ㄱ
9355,킊,ㅋ,ㅢ,ㄲ
9356,킋,ㅋ,ㅢ,ㄳ
9357,킌,ㅋ,ㅢ,ㄴ
9358,킍,ㅋ,ㅢ,ㄵ
9359,킎,ㅋ,ㅢ,ㄶ
9360,킏,ㅋ,ㅢ,ㄷ
9361,킐,ㅋ,ㅢ,ㄹ
9362,킑,ㅋ,ㅢ,ㄺ
9363,킒,ㅋ,ㅢ,ㄻ
9364,킓,ㅋ,ㅢ,ㄼ
9365,킔,ㅋ,ㅢ,ㄽ
9366,킕,ㅋ,ㅢ,ㄾ
9367,킖,ㅋ,ㅢ,ㄿ
9368,킗,ㅋ,ㅢ,ㅀ
9369,킘,ㅋ,ㅢ,ㅁ
9370,킙,ㅋ,ㅢ,ㅂ
9371,킚,ㅋ,ㅢ,ㅄ
9372,킛,ㅋ,ㅢ,ㅅ
9373,킜,ㅋ,ㅢ,ㅆ
9374,킝,ㅋ,ㅢ,ㅇ
9375,킞,ㅋ,ㅢ,ㅈ
9376,킟,ㅋ,ㅢ,ㅊ
9377,킠,ㅋ,ㅢ,ㅋ
9378,킡,ㅋ,ㅢ,ㅌ
9379,킢,ㅋ,ㅢ,ㅍ
9380,킣,ㅋ,ㅢ,ㅎ
9381,키,ㅋ,ㅣ,
9382,킥,ㅋ,ㅣ,ㄱ
9383,킦,ㅋ,ㅣ,ㄲ
9384,킧,ㅋ,ㅣ,ㄳ
9385,킨,ㅋ,ㅣ,ㄴ
9386,킩,ㅋ,ㅣ,ㄵ
9387,킪,ㅋ,ㅣ,ㄶ
9388,킫,ㅋ,ㅣ,ㄷ
9389,킬,ㅋ,ㅣ,ㄹ
9390,킭,ㅋ,ㅣ,ㄺ
9391,킮,ㅋ,ㅣ,ㄻ
9392,킯,ㅋ,ㅣ,ㄼ
9393,킰,ㅋ,ㅣ,ㄽ
9394,킱,ㅋ,ㅣ,ㄾ
9395,킲,ㅋ,ㅣ,ㄿ
9396,킳,ㅋ,ㅣ,ㅀ
9397,킴,ㅋ,ㅣ,ㅁ
9398,킵,ㅋ,ㅣ,ㅂ
9399,킶,ㅋ,ㅣ,ㅄ
9400,킷,ㅋ,ㅣ,ㅅ
9401,킸,ㅋ,ㅣ,ㅆ
9402,킹,ㅋ,ㅣ,ㅇ
9403,킺,ㅋ,ㅣ,ㅈ
9404,킻,ㅋ,ㅣ,ㅊ
9405,킼,ㅋ,ㅣ,ㅋ
9406,킽,ㅋ,ㅣ,ㅌ
9407,킾,ㅋ,ㅣ,ㅍ
9408,킿,ㅋ,ㅣ,ㅎ
9409,타,ㅌ,ㅏ,
9410,탁,ㅌ,ㅏ,ㄱ
9411,탂,ㅌ,ㅏ,ㄲ
9412,탃,ㅌ,ㅏ,ㄳ
9413,탄,ㅌ,ㅏ,ㄴ
9414,탅,ㅌ,ㅏ,ㄵ
9415,탆,ㅌ,ㅏ,ㄶ
9416,탇,ㅌ,ㅏ,ㄷ
9417,탈,ㅌ,ㅏ,ㄹ
9418,탉,ㅌ,ㅏ,ㄺ
9419,탊,ㅌ,ㅏ,ㄻ
9420,탋,ㅌ,ㅏ,ㄼ
9421,탌,ㅌ,ㅏ,ㄽ
9422,탍,ㅌ,ㅏ,ㄾ
9423,탎,ㅌ,ㅏ,ㄿ
9424,탏,ㅌ,ㅏ,ㅀ
9425,탐,ㅌ,ㅏ,ㅁ
9426,탑,ㅌ,ㅏ,ㅂ
9427,탒,ㅌ,ㅏ,ㅄ
9428,탓,ㅌ,ㅏ,ㅅ
9429,탔,ㅌ,ㅏ,ㅆ
9430,탕,ㅌ,ㅏ,ㅇ
9431,탖,ㅌ,ㅏ,ㅈ
9432,탗,ㅌ,ㅏ,ㅊ
9433,탘,ㅌ,ㅏ,ㅋ
9434,탙,ㅌ,ㅏ,ㅌ
9435,탚,ㅌ,ㅏ,ㅍ
9436,탛,ㅌ,ㅏ,ㅎ
9437,태,ㅌ,ㅐ,
9438,택,ㅌ,ㅐ,ㄱ
9439,탞,ㅌ,ㅐ,ㄲ
9440,탟,ㅌ,ㅐ,ㄳ
9441,탠,ㅌ,ㅐ,ㄴ
9442,탡,ㅌ,ㅐ,ㄵ
9443,탢,ㅌ,ㅐ,ㄶ
9444,탣,ㅌ,ㅐ,ㄷ
9445,탤,ㅌ,ㅐ,ㄹ
9446,탥,ㅌ,ㅐ,ㄺ
9447,탦,ㅌ,ㅐ,ㄻ
9448,탧,ㅌ,ㅐ,ㄼ
9449,탨,ㅌ,ㅐ,ㄽ
9450,탩,ㅌ,ㅐ,ㄾ
9451,탪,ㅌ,ㅐ,ㄿ
9452,탫,ㅌ,ㅐ,ㅀ
9453,탬,ㅌ,ㅐ,ㅁ
9454,탭,ㅌ,ㅐ,ㅂ
9455,탮,ㅌ,ㅐ,ㅄ
9456,탯,ㅌ,ㅐ,ㅅ
9457,탰,ㅌ,ㅐ,ㅆ
9458,탱,ㅌ,ㅐ,ㅇ
9459,탲,ㅌ,ㅐ,ㅈ
9460,탳,ㅌ,ㅐ,ㅊ
9461,탴,ㅌ,ㅐ,ㅋ
9462,탵,ㅌ,ㅐ,ㅌ
9463,탶,ㅌ,ㅐ,ㅍ
9464,탷,ㅌ,ㅐ,ㅎ
9465,탸,ㅌ,ㅑ,
9466,탹,ㅌ,ㅑ,ㄱ
9467,탺,ㅌ,ㅑ,ㄲ
9468,탻,ㅌ,ㅑ,ㄳ
9469,탼,ㅌ,ㅑ,ㄴ
9470,탽,ㅌ,ㅑ,ㄵ
9471,탾,ㅌ,ㅑ,ㄶ
9472,탿,ㅌ,ㅑ,ㄷ
9473,턀,ㅌ,ㅑ,ㄹ
9474,턁,ㅌ,ㅑ,ㄺ
9475,턂,ㅌ,ㅑ,ㄻ
9476,턃,ㅌ,ㅑ,ㄼ
9477,턄,ㅌ,ㅑ,ㄽ
9478,턅,ㅌ,ㅑ,ㄾ
9479,턆,ㅌ,ㅑ,ㄿ
9480,턇,ㅌ,ㅑ,ㅀ
9481,턈,ㅌ,ㅑ,ㅁ
9482,턉,ㅌ,ㅑ,ㅂ
9483,턊,ㅌ,ㅑ,ㅄ
9484,턋,ㅌ,ㅑ,ㅅ
9485,턌,ㅌ,ㅑ,ㅆ
9486,턍,ㅌ,ㅑ,ㅇ
9487,턎,ㅌ,ㅑ,ㅈ
9488,턏,ㅌ,ㅑ,ㅊ
9489,턐,ㅌ,ㅑ,ㅋ
9490,턑,ㅌ,ㅑ,ㅌ
9491,턒,ㅌ,ㅑ,ㅍ
9492,턓,ㅌ,ㅑ,ㅎ
9493,턔,ㅌ,ㅒ,
9494,턕,ㅌ,ㅒ,ㄱ
9495,턖,ㅌ,ㅒ,ㄲ
9496,턗,ㅌ,ㅒ,ㄳ
9497,턘,ㅌ,ㅒ,ㄴ
9498,턙,ㅌ,ㅒ,ㄵ
9499,턚,ㅌ,ㅒ,ㄶ
9500,턛,ㅌ,ㅒ,ㄷ
9501,턜,ㅌ,ㅒ,ㄹ
9502,턝,ㅌ,ㅒ,ㄺ
9503,턞,ㅌ,ㅒ,ㄻ
9504,턟,ㅌ,ㅒ,ㄼ
9505,턠,ㅌ,ㅒ,ㄽ
9506,턡,ㅌ,ㅒ,ㄾ
9507,턢,ㅌ,ㅒ,ㄿ
9508,턣,ㅌ,ㅒ,ㅀ
9509,턤,ㅌ,ㅒ,ㅁ
9510,턥,ㅌ,ㅒ,ㅂ
9511,턦,ㅌ,ㅒ,ㅄ
9512,턧,ㅌ,ㅒ,ㅅ
9513,턨,ㅌ,ㅒ,ㅆ
9514,턩,ㅌ,ㅒ,ㅇ
9515,턪,ㅌ,ㅒ,ㅈ
9516,턫,ㅌ,ㅒ,ㅊ
9517,턬,ㅌ,ㅒ,ㅋ
9518,턭,ㅌ,ㅒ,ㅌ
9519,턮,ㅌ,ㅒ,ㅍ
9520,턯,ㅌ,ㅒ,ㅎ
9521,터,ㅌ,ㅓ,
9522,턱,ㅌ,ㅓ,ㄱ
9523,턲,ㅌ,ㅓ,ㄲ
9524,턳,ㅌ,ㅓ,ㄳ
9525,턴,ㅌ,ㅓ,ㄴ
9526,턵,ㅌ,ㅓ,ㄵ
9527,턶,ㅌ,ㅓ,ㄶ
9528,턷,ㅌ,ㅓ,ㄷ
9529,털,ㅌ,ㅓ,ㄹ
9530,턹,ㅌ,ㅓ,ㄺ
9531,턺,ㅌ,ㅓ,ㄻ
9532,턻,ㅌ,ㅓ,ㄼ
9533,턼,ㅌ,ㅓ,ㄽ
9534,턽,ㅌ,ㅓ,ㄾ
9535,턾,ㅌ,ㅓ,ㄿ
9536,턿,ㅌ,ㅓ,ㅀ
9537,텀,ㅌ,ㅓ,ㅁ
9538,텁,ㅌ,ㅓ,ㅂ
9539,텂,ㅌ,ㅓ,ㅄ
9540,텃,ㅌ,ㅓ,ㅅ
9541,텄,ㅌ,ㅓ,ㅆ
9542,텅,ㅌ,ㅓ,ㅇ
9543,텆,ㅌ,ㅓ,ㅈ
9544,텇,ㅌ,ㅓ,ㅊ
9545,텈,ㅌ,ㅓ,ㅋ
9546,텉,ㅌ,ㅓ,ㅌ
9547,텊,ㅌ,ㅓ,ㅍ
9548,텋,ㅌ,ㅓ,ㅎ
9549,테,ㅌ,ㅔ,
9550,텍,ㅌ,ㅔ,ㄱ
9551,텎,ㅌ,ㅔ,ㄲ
9552,텏,ㅌ,ㅔ,ㄳ
9553,텐,ㅌ,ㅔ,ㄴ
9554,텑,ㅌ,ㅔ,ㄵ
9555,텒,ㅌ,ㅔ,ㄶ
9556,텓,ㅌ,ㅔ,ㄷ
9557,텔,ㅌ,ㅔ,ㄹ
9558,텕,ㅌ,ㅔ,ㄺ
9559,텖,ㅌ,ㅔ,ㄻ
9560,텗,ㅌ,ㅔ,ㄼ
9561,텘,ㅌ,ㅔ,ㄽ
9562,텙,ㅌ,ㅔ,ㄾ
9563,텚,ㅌ,ㅔ,ㄿ
9564,텛,ㅌ,ㅔ,ㅀ
9565,템,ㅌ,ㅔ,ㅁ
9566,텝,ㅌ,ㅔ,ㅂ
9567,텞,ㅌ,ㅔ,ㅄ
9568,텟,ㅌ,ㅔ,ㅅ
9569,텠,ㅌ,ㅔ,ㅆ
9570,텡,ㅌ,ㅔ,ㅇ
9571,텢,ㅌ,ㅔ,ㅈ
9572,텣,ㅌ,ㅔ,ㅊ
9573,텤,ㅌ,ㅔ,ㅋ
9574,텥,ㅌ,ㅔ,ㅌ
9575,텦,ㅌ,ㅔ,ㅍ
9576,텧,ㅌ,ㅔ,ㅎ
9577,텨,ㅌ,ㅕ,
9578,텩,ㅌ,ㅕ,ㄱ
9579,텪,ㅌ,ㅕ,ㄲ
9580,텫,ㅌ,ㅕ,ㄳ
9581,텬,ㅌ,ㅕ,ㄴ
9582,텭,ㅌ,ㅕ,ㄵ
9583,텮,ㅌ,ㅕ,ㄶ
9584,텯,ㅌ,ㅕ,ㄷ
9585,텰,ㅌ,ㅕ,ㄹ
9586,텱,ㅌ,ㅕ,ㄺ
9587,텲,ㅌ,ㅕ,ㄻ
9588,텳,ㅌ,ㅕ,ㄼ
9589,텴,ㅌ,ㅕ,ㄽ
9590,텵,ㅌ,ㅕ,ㄾ
9591,텶,ㅌ,ㅕ,ㄿ
9592,텷,ㅌ,ㅕ,ㅀ
9593,텸,ㅌ,ㅕ,ㅁ
9594,텹,ㅌ,ㅕ,ㅂ
9595,텺,ㅌ,ㅕ,ㅄ
9596,텻,ㅌ,ㅕ,ㅅ
9597,텼,ㅌ,ㅕ,ㅆ
9598,텽,ㅌ,ㅕ,ㅇ
9599,텾,ㅌ,ㅕ,ㅈ
9600,텿,ㅌ,ㅕ,ㅊ
9601,톀,ㅌ,ㅕ,ㅋ
9602,톁,ㅌ,ㅕ,ㅌ
9603,톂,ㅌ,ㅕ,ㅍ
9604,톃,ㅌ,ㅕ,ㅎ
9605,톄,ㅌ,ㅖ,
9606,톅,ㅌ,ㅖ,ㄱ
9607,톆,ㅌ,ㅖ,ㄲ
9608,톇,ㅌ,ㅖ,ㄳ
9609,톈,ㅌ,ㅖ,ㄴ
9610,톉,ㅌ,ㅖ,ㄵ
9611,톊,ㅌ,ㅖ,ㄶ
9612,톋,ㅌ,ㅖ,ㄷ
9613,톌,ㅌ,ㅖ,ㄹ
9614,톍,ㅌ,ㅖ,ㄺ
9615,톎,ㅌ,ㅖ,ㄻ
9616,톏,ㅌ,ㅖ,ㄼ
9617,톐,ㅌ,ㅖ,ㄽ
9618,톑,ㅌ,ㅖ,ㄾ
9619,톒,ㅌ,ㅖ,ㄿ
9620,톓,ㅌ,ㅖ,ㅀ
9621,톔,ㅌ,ㅖ,ㅁ
9622,톕,ㅌ,ㅖ,ㅂ
9623,톖,ㅌ,ㅖ,ㅄ
9624,톗,ㅌ,ㅖ,ㅅ
9625,톘,ㅌ,ㅖ,ㅆ
9626,톙,ㅌ,ㅖ,ㅇ
9627,톚,ㅌ,ㅖ,ㅈ
9628,톛,ㅌ,ㅖ,ㅊ
9629,톜,ㅌ,ㅖ,ㅋ
9630,톝,ㅌ,ㅖ,ㅌ
9631,톞,ㅌ,ㅖ,ㅍ
9632,톟,ㅌ,ㅖ,ㅎ
9633,토,ㅌ,ㅗ,
9634,톡,ㅌ,ㅗ,ㄱ
