Year,Ranking,Song,Album,Artist1,Artist2,Artist3,Artist4,Artist5,Artist6,Kevin,SongID,AlbumID,Artist1ID,Artist2ID,Artist3ID,Artist4ID,Artist5ID,Artist6ID,ApproxGenre,Topic,Music Video,Album Year,Song Length
2018,8,Hearts On Fire,Hearts On Fire,Gavin James,,,,,,209,https://open.spotify.com/track/04bY9o5Uumlii5UFXMMuM0,https://open.spotify.com/album/0LEhT4NJSSnEv7ym7MIQd0,https://open.spotify.com/artist/25tMQOrIU4LlUo6Sv8v5SE,,,,,,Alternative,,,2017,3:17
2018,9,10 Bands,If You're Reading This It's Too Late,Drake,,,,,,210,https://open.spotify.com/track/12d5QFwzh60IIHlsSnAvps,https://open.spotify.com/album/0ptlfJfwGTy0Yvrk14JK1I,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,,,,,,Rap,https://www.youtube.com/watch?v=tcL2B0ilMZw,https://www.youtube.com/watch?v=tcL2B0ilMZw,2015,2:57
2018,10,All The Stars (with SZA),Black Panther The Album Music From and Inspired By,Kendrick Lamar,SZA,,,,,211,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,https://open.spotify.com/album/3pLdWdkj83EYfDN6H2N8MR,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,,,,,Rap,,,2018,3:52
2018,11,RGF Island,Fetty Wap (Deluxe),Fetty Wap,,,,,,212,https://open.spotify.com/track/1iuljeYz6ZG3GTJOZZkoer,https://open.spotify.com/album/2gKQvajkEEaDtkqJ8FJ4uw,https://open.spotify.com/artist/6PXS4YHDkKvl1wkIl4V8DL,,,,,,Rap,,,2015,2:53
2018,12,With That (feat. Duke),Barter 6,Young Thug,Duke,,,,,213,https://open.spotify.com/track/6o4nVtywF4F75RkOcDxrtd,https://open.spotify.com/album/0BsMZIueWsJLWng8A7sE8e,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,https://open.spotify.com/artist/0wVlws1JGleYZSVRWjj9B7,,,,,Rap,,,2015,3:22
2018,13,Rambo,T R A P S O U L,Bryson Tiller,,,,,,214,https://open.spotify.com/track/5RqsqQU0erB0OgLbwem6pU,https://open.spotify.com/album/6eZdwrhB97A3EYx9QppGfl,https://open.spotify.com/artist/2EMAnMvWE2eb56ToJVfCWs,,,,,,Rap,,,2015,3:43
2018,14,Found,I'll Be the Branches,Chris Renzema,,,,,,215,https://open.spotify.com/track/1bGghe7FxgQRoODcndH2Fu,https://open.spotify.com/album/2TpssTmOUzilci8Bb7zNu3,https://open.spotify.com/artist/2hIvOHaLTl9XCyCbNPwYzT,,,,,,Worship,,,2018,3:51
2018,15,All or Nothing,O-Town,O-Town,,,,,,216,https://open.spotify.com/track/1TBIHWmr1r34J2s0eSfA7U,https://open.spotify.com/album/2yWrBg2LjW4oPnCRQrJJLV,https://open.spotify.com/artist/4zKhX6hYCQPNs406umP9Fx,,,,,,Love,,,2001,4:41
2018,16,Before the Storm (feat. Miley Cyrus),"Lines, Vines, and Trying Times",Jonas Brothers,Miley Cyrus,,,,,217,https://open.spotify.com/track/1FoedGHa77RoKiy5ph4z32,https://open.spotify.com/album/5E5dW7zrcvZOu2iUqPnGIO,https://open.spotify.com/artist/7gOdHgIoIKoe4i9Tta6qdD,https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6,,,,,Pop,,,2009,4:26
2018,17,Helicopter,Helicopter,TWRK,,,,,,218,https://open.spotify.com/track/0xuzEzAlzFRBkcQyG2e9mU,https://open.spotify.com/album/42m8AdWNvleTiHMreFaiAw,https://open.spotify.com/artist/2wo3eLY26t8AMyYuYi1pZQ,,,,,,EDM,,,2015,3:23
2018,18,Never Say Never,The Fray,The Fray,,,,,,219,https://open.spotify.com/track/57uX2vR9j9DNiANDYfXw1i,https://open.spotify.com/album/3ibdlhMmbFPMYoWvwHCzI3,https://open.spotify.com/artist/0zOcE3mg9nS6l3yxt1Y0bK,,,,,,Alternative,https://www.youtube.com/watch?v=dZ-gtWsbO38,https://www.youtube.com/watch?v=Aihu16RyYp8,2009,4:16
2018,19,Dear God,Dear God,Hunter Hayes,,,,,,220,https://open.spotify.com/track/4uKnBwasJbpaXoPGrwqlc4,https://open.spotify.com/album/7rHeGICxTrC5XVjsNH2AjA,https://open.spotify.com/artist/7H6dkUChT5EoOQtUVMg4cN,,,,,,Country,https://www.youtube.com/watch?v=_itQ62Ndmm8,https://www.youtube.com/watch?v=xwD-OXtiG1k,2018,2:55
2018,20,God's Plan,Scary Hours,Drake,,,,,,221,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,https://open.spotify.com/album/1r0DOIO0iC0bGpMtWRFdde,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,,,,,,Rap,,,2018,3:18
2018,21,Sky Walker (feat. Travis Scott),War & Leisure,Miguel,Travis Scott,,,,,222,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf,https://open.spotify.com/album/05LEST8E8mkEIl2LRfUkcI,https://open.spotify.com/artist/360IAlyVv4PCEVjgyMZrxK,https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY,,,,,Rap,,,2017,4:19
2018,22,Burn - feat. Big Sean,Burn (feat. Big Sean),Meek Mill,Big Sean,,,,,223,https://open.spotify.com/track/3BaridxR3bsmZw3F8ERWPj,https://open.spotify.com/album/2BP4Ln4clEY4tZpX9qGNj3,https://open.spotify.com/artist/20sxb77xiYeusSH8cVdatc,https://open.spotify.com/artist/0c173mlxpT3dSFRgMO8XPh,,,,,Rap,,,2012,3:36
2018,23,High Hopes,Pray For The Wicked,Panic! At The Disco,,,,,,224,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,https://open.spotify.com/album/6ApYSpXF8GxZAgBTHDzYge,https://open.spotify.com/artist/20JZFwl6HVl6yg8a4H3ZqK,,,,,,Pop,,,2018,3:10
2018,24,Model Homes,"We Are an Empire, My Dear",In-Flight Safety,,,,,,225,https://open.spotify.com/track/5VWWqEwGTQCDattaAwkjHO,https://open.spotify.com/album/6oNdLZy0owVknrF22rqLUi,https://open.spotify.com/artist/6wpZAhpG3JoTfaI92xdU4k,,,,,,Alternative,,,2009,4:05
2018,25,XO TOUR Llif3,Luv is Rage 2,Lil Uzi Vert,,,,,,226,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,https://open.spotify.com/album/733e1ZfktLSwj96X5rsMeE,https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz,,,,,,Rap,,,2017,3:02
2018,26,Man Of The Year,Man Of The Year,ScHoolboy Q,,,,,,227,https://open.spotify.com/track/4lrjnCVD8cnV3FEEblovxB,https://open.spotify.com/album/1Utz8hiX7Si61NGFZADwbz,https://open.spotify.com/artist/5IcR3N7QB1j6KBL8eImZ8m,,,,,,Rap,,,2013,3:36
2018,27,Evergreens,Future Memoirs,Allan Kingdom,,,,,,228,https://open.spotify.com/track/4VdmEadWxwNnRRPF7PoA2y,https://open.spotify.com/album/0Fl8Zan8KgawTNBGAwnNRL,https://open.spotify.com/artist/1tUALn7PEhW7LpMuxvat2x,,,,,,Rap,https://www.youtube.com/watch?v=SXJ7DEKUGZM,https://www.youtube.com/watch?v=SXJ7DEKUGZM,2014,3:40
2018,28,Quarter Past Midnight,Quarter Past Midnight,Bastille,,,,,,229,https://open.spotify.com/track/1etiUDkISHELzQGMY79ryt,https://open.spotify.com/album/70p5NvBOkvaxU1UeIxhE1Z,https://open.spotify.com/artist/7EQ0qTo7fWT7DPxmxtSYEc,,,,,,Alternative,,,2018,3:21
2018,29,All We Got,DWNR,Dem Atlas,,,,,,230,https://open.spotify.com/track/4sIPWACRol7zzc5RbRSt60,https://open.spotify.com/album/3wwUbKjbG59wZ3qXYr4e8z,https://open.spotify.com/artist/2ttC18RelZhUEjhJhJXSbJ,,,,,,Rap,,,2014,3:45
2018,30,Flexicution,Bobby Tarantino,Logic,,,,,,231,https://open.spotify.com/track/2c8sgbZoEanC3QyFNZxUcA,https://open.spotify.com/album/0WMr3ulx5Mzi1B3C8LsHVA,https://open.spotify.com/artist/4xRYI6VqpkE3UwrDrAZL8L,,,,,,Rap,,,2016,3:38
2018,31,6 Man,If You're Reading This It's Too Late,Drake,,,,,,232,https://open.spotify.com/track/4kdfjhj9xNkYU0R8xlDy8k,https://open.spotify.com/album/0ptlfJfwGTy0Yvrk14JK1I,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,,,,,,Rap,https://www.youtube.com/watch?v=WvXTpZawgSM,https://www.youtube.com/watch?v=WvXTpZawgSM,2015,2:47
2018,32,rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,21 Savage,,,,,233,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,https://open.spotify.com/album/6trNtQUgC8cgbWcqoMYkOR,https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60,https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft,,,,,Rap,,,2018,3:38
2018,33,Love Lies (with Normani),Love Lies (with Normani),Khalid,Normani,,,,,234,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,https://open.spotify.com/album/4CEAev7neETRdqBFtzA8B9,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny,https://open.spotify.com/artist/2cWZOOzeOm4WmBJRnD5R7I,,,,,Pop,,,2018,3:21
2018,34,Bobby Bitch,Bobby Bitch,Bobby Shmurda,,,,,,235,https://open.spotify.com/track/6j8lAie0mdUNreql5d5Ejz,https://open.spotify.com/album/4vramOSuKx9DJHCHswEnan,https://open.spotify.com/artist/34Y0ldeyUv7jBvukWOGASO,,,,,,Rap,https://www.youtube.com/watch?v=mNfQCOiTf0Y,https://www.youtube.com/watch?v=L6urRX_szKQ,2014,2:40
2018,35,1AM,My Krazy Life,YG,,,,,,236,https://open.spotify.com/track/6Atz1FZ4oZhCRWwXfT2UWy,https://open.spotify.com/album/51o7e7jwDTbX8r43zbjieM,https://open.spotify.com/artist/0A0FS04o6zMoto8OKPsDwY,,,,,,Rap,https://www.youtube.com/watch?v=11l8rx_Vxt8,https://www.youtube.com/watch?v=11l8rx_Vxt8,2014,2:37
2018,36,Where Will I Go,Raw,Hopsin,,,,,,237,https://open.spotify.com/track/6IK1xGyhBMoiaQMD0IHhDe,https://open.spotify.com/album/0Lw8kaquvurphtc65jD8i0,https://open.spotify.com/artist/7EWU4FhUJM1sZQgQKdENeT,,,,,,Rap,,,2010,4:30
2018,37,Somewhere Only We Know,The Best of Keane (Deluxe Edition),Keane,,,,,,238,https://open.spotify.com/track/7AQAlklmptrrkBSeujkXsD,https://open.spotify.com/album/6VYlEGQqJBMJR4vksRpM1d,https://open.spotify.com/artist/53A0W3U0s8diEn9RhXQhVz,,,,,,Alternative,,,2013,3:55
2018,38,Iris,Dizzy Up The Girl,The Goo Goo Dolls,,,,,,239,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs,https://open.spotify.com/album/4UMjBXcRqIgMZ1XumU2x5T,https://open.spotify.com/artist/2sil8z5kiy4r76CRTXxBCA,,,,,,Alternative,,,1998,4:49
2018,39,Break The Bank,Oxymoron (Deluxe),ScHoolboy Q,,,,,,240,https://open.spotify.com/track/5rk3EqsP1iHuQn5tkC1Qw0,https://open.spotify.com/album/7Et3bSTLLqdABO1qCxUplS,https://open.spotify.com/artist/5IcR3N7QB1j6KBL8eImZ8m,,,,,,Rap,,,2014,5:54
2018,40,A Tale of 2 Citiez,2014 Forest Hills Drive,J. Cole,,,,,,241,https://open.spotify.com/track/7lL3MvFWFFSD25pBz72Agj,https://open.spotify.com/album/7viNUmZZ8ztn2UB4XB3jIL,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5,,,,,,Pop,,,2014,4:29
2018,41,2 Soon,Not Thinking Bout 2morrow,Jon Young,,,,,,242,https://open.spotify.com/track/5EiuR1ErM18JZ6R3UJiFg6,https://open.spotify.com/album/1ZFP4kzaCBpGJ5zgIBnVF7,https://open.spotify.com/artist/0csxoNewLFf0Ao4tLwWeAF,,,,,,Pop,https://www.youtube.com/watch?v=aEGKk0pXlpk,https://www.youtube.com/watch?v=MCJrz9QNFB0,2011,3:18
2018,42,Believe Me,Believe Me,Lil Wayne,Drake,,,,,243,https://open.spotify.com/track/6t2eIONH4Sax3R21QWiKNp,https://open.spotify.com/album/7pnplSgRtopeTNyCxBJf4n,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,,,,,Rap,,,2014,5:37
2018,43,Digits,Slime Season 3,Young Thug,,,,,,244,https://open.spotify.com/track/4cg1yakyRSIOjxKM2I7J1q,https://open.spotify.com/album/2z4c8M8aVzl7CTobIp36KF,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,,,,,,Rap,,,2016,2:56
2018,44,Perplexing Pegasus,Perplexing Pegasus,Rae Sremmurd,,,,,,245,https://open.spotify.com/track/2nYwV62UABTH0NanrwVIdQ,https://open.spotify.com/album/3KrrIlAUxVlMa0PVE5jV1j,https://open.spotify.com/artist/7iZtZyCzp3LItcw1wtPI3D,,,,,,Pop,,,2017,3:24
2018,45,Bad For You (feat. Nicki Minaj),Dreams Worth More Than Money,Meek Mill,Nicki Minaj,,,,,246,https://open.spotify.com/track/0HVba4HUwHnGlkHNitXMEL,https://open.spotify.com/album/2O3OKOYCub892PUGprsaQo,https://open.spotify.com/artist/20sxb77xiYeusSH8cVdatc,https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh,,,,,Rap,,,2015,3:23
2018,46,Brother (feat. Gavin DeGraw),Brother,NEEDTOBREATHE,Gavin DeGraw,,,,,247,https://open.spotify.com/track/62M9yafZsSRzlsphzeJPGo,https://open.spotify.com/album/55Fm920hiqUcGhKuv8hjgV,https://open.spotify.com/artist/610EjgFatGvVPtib97jQ8G,https://open.spotify.com/artist/5DYAABs8rkY9VhwtENoQCz,,,,,Alternative,,,2015,3:28
2018,47,Televised,Windows I,HUNNY,,,,,,248,https://open.spotify.com/track/7cTMowRfTAvLBLpTtZuv1M,https://open.spotify.com/album/0ae9F7R7caxYSmNOHvnx28,https://open.spotify.com/artist/5rebfYbZVIhbRVcRKWVOAh,,,,,,Alternative,,,2017,3:14
2018,48,Nocturnal Rainbows,Raw,Hopsin,,,,,,249,https://open.spotify.com/track/6iVp2prwrEaeh9f18iP2jt,https://open.spotify.com/album/0Lw8kaquvurphtc65jD8i0,https://open.spotify.com/artist/7EWU4FhUJM1sZQgQKdENeT,,,,,,Rap,,,2010,5:06
2018,49,Build My Life,Housefires III,Housefires,,,,,,250,https://open.spotify.com/track/3BDpn2Vivr1BFhlGsYs5tp,https://open.spotify.com/album/1Dm5rDVBBeLLjqfzBkuadR,https://open.spotify.com/artist/6egyCFgiJ1j941PaxKoWJD,,,,,,Worship,,,2016,8:11
2018,50,Crazy Brazy,Cozy Tapes: Vol. 1 Friends -,A$AP Mob,A$AP Rocky,A$AP Twelvyy,KEY,,,251,https://open.spotify.com/track/59e7E2LMPZ2bhW5G6aCwX8,https://open.spotify.com/album/3RaACfwYTY9uiDy3VSWLLc,https://open.spotify.com/artist/7yO4IdJjCEPz7YgZMe25iS,https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca,https://open.spotify.com/artist/0tPjSrb43a58uznKru1k2P,https://open.spotify.com/artist/2tMOCIpxj6jwM9e6pmwGiP?si=32b6aaa9c4274b59,,,Rap,,,2016,3:08
2018,51,1234,Only The Lonely,Colony House,,,,,,252,https://open.spotify.com/track/3Ic4umm1pXwqG6XMK33F7h,https://open.spotify.com/album/5vBnIcG7nD3XEt8ErHpytO,https://open.spotify.com/artist/6R664N4cEza3eORSqKSgO4,,,,,,Alternative,https://www.youtube.com/watch?v=UPVkEJ3EM58,https://www.youtube.com/watch?v=UPVkEJ3EM58,2017,3:23
2018,52,Love Is On Its Way - The 3D Concert Experience,Music from the 3D Concert Experience,Jonas Brothers,,,,,,253,https://open.spotify.com/track/20ILnt1ckabPVF562uXgpF,https://open.spotify.com/album/2qLi0Q8fs8YLSDH5WbE8Vc,https://open.spotify.com/artist/7gOdHgIoIKoe4i9Tta6qdD,,,,,,Pop,,,2009,3:43
2018,53,She Will,Tha Carter IV (Deluxe),Lil Wayne,,,,,,254,https://open.spotify.com/track/3FFcZZq3Z3EJrhUecwcMdG,https://open.spotify.com/album/1uuSC0RCJB3dSp8Mb6GflZ,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,,,,,,Rap,,,2011,5:05
2018,54,Photograph,x (Deluxe Edition),Ed Sheeran,,,,,,255,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL,https://open.spotify.com/album/1xn54DMo2qIqBuMqHtUsFd,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,,,,,,Pop,,,2014,4:18
2018,55,Rack City,Careless World: Rise Of The Last King,Tyga,,,,,,256,https://open.spotify.com/track/0srwKuJPH8yBzzFUJMBQM2,https://open.spotify.com/album/3KHamR7LZmFT0xqPA1Hyob,https://open.spotify.com/artist/5LHRHt1k9lMyONurDHEdrp,,,,,,Rap,,,2012,3:23
2018,56,All I Got,All I Got,Henderson,,,,,,257,https://open.spotify.com/track/4EHHaKZbSPRv9QHnfug58f,https://open.spotify.com/album/18kbzrnbrrEMaXwY2s1vaq,https://open.spotify.com/artist/3cqPXPnl7DjDFBIxS5Qq88,,,,,,Rap,,,2014,3:15
2018,57,Lights Down Low,Lights Down Low (Main Version),Maejor,Waka Flocka Flame,,,,,258,https://open.spotify.com/track/0hkR93a0LriV2CQUhSXw3h,https://open.spotify.com/album/4BV65TtMrkb0aUCTmkJEpS,https://open.spotify.com/artist/3XcCT5MPlQPWFTJyzXbfuX,https://open.spotify.com/artist/6f4XkbvYlXMH0QgVRzW0sM,,,,,Rap,,,2012,3:06
2018,58,Cocoon,The Balcony,Catfish and the Bottlemen,,,,,,259,https://open.spotify.com/track/1B241LRKmK6qDDTZfUajmm,https://open.spotify.com/album/0C0OFASoQC57yC12vQhCwN,https://open.spotify.com/artist/2xaAOVImG2O6lURwqperlD,,,,,,Alternative,,,2014,3:56
2018,59,Collard Greens,Collard Greens,ScHoolboy Q,,,,,,260,https://open.spotify.com/track/0SyXvJ6uRArVWHXUyi3FKO,https://open.spotify.com/album/5fqY7CMQ2YhsVDUKLMXHQn,https://open.spotify.com/artist/5IcR3N7QB1j6KBL8eImZ8m,,,,,,Rap,,,2013,5:01
2018,60,Handsome and Wealthy,No Label II,Migos,,,,,,261,https://open.spotify.com/track/61zTSexBvC42Db8jxMHuKx,https://open.spotify.com/album/5fqY7CMQ2YhsVDUKLMXHQn,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG,,,,,,Rap,,,2014,3:30
2018,61,95 Till Infinity,Summer Knights,Joey Bada$$,,,,,,262,https://open.spotify.com/track/0ieQRb0HOzAOycmxanAmVG,https://open.spotify.com/album/4Y05rEclWNlQLKD08SsJLC,https://open.spotify.com/artist/2P5sC9cVZDToPxyomzF1UH,,,,,,Rap,,,2013,4:27
2018,62,Mercy,Mercy,Kanye West,Big Sean,Pusha T,2 Chainz,,,263,https://open.spotify.com/track/4qikXelSRKvoCqFcHLB2H2,https://open.spotify.com/album/0hmFRR0pDSZIAvoJqEFSKv,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,https://open.spotify.com/artist/0c173mlxpT3dSFRgMO8XPh,https://open.spotify.com/artist/0ONHkAv9pCAFxb0zJwDNTy,https://open.spotify.com/artist/17lzZA2AlOHwCwFALHttmp,,,Rap,,,2012,5:29
2018,63,This Could Be Us,SremmLife,Rae Sremmurd,,,,,,264,https://open.spotify.com/track/4jTiyLlOJVJj3mCr7yfPQD,https://open.spotify.com/album/6eDx949ONWDCN0O22wFZf7,https://open.spotify.com/artist/7iZtZyCzp3LItcw1wtPI3D,,,,,,Pop,,,2015,3:26
2018,64,No Complaints,No Complaints,Metro Boomin,Offset,Drake,,,,265,https://open.spotify.com/track/6kig1UFggPUyZBCvXD3Wod,https://open.spotify.com/album/4VXEIoFGEjhFMW7wYAvWSf,https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp,https://open.spotify.com/artist/4DdkRBBYG6Yk9Ka8tdJ9BW,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,,,,Rap,,,2017,4:21
2018,65,Tapout,Rich Gang,Rich Gang,Lil Wayne,Birdman,Mack Maine,Nicki Minaj,Future,266,https://open.spotify.com/track/0IxdKeaDvYpLHuAnJO889F,https://open.spotify.com/album/12LLdfKDWQZecR1nvM4sCK,https://open.spotify.com/artist/5pU9lKGn9IUnVvOCONrcIS,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,https://open.spotify.com/artist/35sCXuy5gN6Or69rZ9vqBs,https://open.spotify.com/artist/18AOdS1Qw4XXnQSiPJQr1B,https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh,https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i,Rap,,,2013,4:44
2018,66,Too Much To Ask,Flicker (Deluxe),Niall Horan,,,,,,267,https://open.spotify.com/track/39jXnbACjiaiTwwhsr5sY5,https://open.spotify.com/album/7ahctQBwcSxDdP0fRAPo2p,https://open.spotify.com/artist/1Hsdzj7Dlq2I7tHP7501T4,,,,,,Love,,,2017,3:43
2018,67,Hold On,Jonas Brothers,Jonas Brothers,,,,,,268,https://open.spotify.com/track/7BAtaHUQzlOE1LGKIca7RN,https://open.spotify.com/album/6V6xjV5e4VYUqvQFBCx1rb,https://open.spotify.com/artist/7gOdHgIoIKoe4i9Tta6qdD,,,,,,Pop,,,2007,2:44
2018,68,The Man Who Can't Be Moved,The Script,The Script,,,,,,269,https://open.spotify.com/track/4Musyaro0NM5Awx8b5c627,https://open.spotify.com/album/51Hn2Wiq1jmUfI0BLaUhuF,https://open.spotify.com/artist/3AQRLZ9PuTAozP28Skbq8V,,,,,,Alternative,https://www.youtube.com/watch?v=uAYUfGWD9SM,https://www.youtube.com/watch?v=gS9o1FAszdk,2008,4:01
2018,69,Lips Of An Angel,Extreme Behavior,Hinder,,,,,,270,https://open.spotify.com/track/1cBEy10PI95hZglfPUBJua,https://open.spotify.com/album/4iBPW5y08WIeGXTkBJAPrF,https://open.spotify.com/artist/6BMhCQJYHxxKAeqYS1p5rY,,,,,,Rock,,,2005,4:20
2018,70,OTW,OTW,Khalid,6LACK,Ty Dolla $ign,,,,271,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI,https://open.spotify.com/album/0c4JocKlxYfBjZep8TJkcI,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny,https://open.spotify.com/artist/4IVAbR2w4JJNJDDRFP3E83,https://open.spotify.com/artist/7c0XG5cIJTrrAgEC3ULPiq,,,,Pop,,,2018,4:23
2018,71,Tattoo,Jordin Sparks,Jordin Sparks,,,,,,272,https://open.spotify.com/track/3Ui2jdyxbZQrZohfM0NOgG,https://open.spotify.com/album/6JCNOvp9UeMrFuXwNW0JW6,https://open.spotify.com/artist/2AQjGvtT0pFYfxR3neFcvz,,,,,,Pop,,,2007,3:53
2018,72,STAR,SATURATION,BROCKHAMPTON,,,,,,273,https://open.spotify.com/track/1xfFPJdRjgDAaMcDgbXwyh,https://open.spotify.com/album/67smHJOf5YlFwad6dAlppm,https://open.spotify.com/artist/1Bl6wpkWCQ4KVgnASpvzzA,,,,,,Rap,,,2017,2:41
2018,73,goosebumps,Birds In The Trap Sing McKnight,Travis Scott,,,,,,274,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,https://open.spotify.com/album/42WVQWuf1teDysXiOupIZt,https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY,,,,,,Rap,,,2016,4:03
2018,74,Just Imagine It,Bad Girls EP,MKTO,,,,,,275,https://open.spotify.com/track/0mtmrbRFsectINNpHdDkUQ,https://open.spotify.com/album/1TCiADBOmKJgdxULZPrK2a,https://open.spotify.com/artist/2l35CQqtYRh3d8ZIiBep4v,,,,,,Pop,,,2015,4:10
2018,75,2 Bitches,2 Bitches,Young Thug,,,,,,276,https://open.spotify.com/track/3peT1g9UCIh1zN1NVwOGZt,https://open.spotify.com/album/3mnxAH1laTYfWU10n0FMWV,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,,,,,,Rap,https://www.youtube.com/watch?v=sx3fkwVguUw,https://www.youtube.com/watch?v=sx3fkwVguUw,2014,3:36
2018,76,Right Above It,I Am Not A Human Being,Lil Wayne,Drake,,,,,277,https://open.spotify.com/track/1kMuU3TNQvHbqvXCWBodmP,https://open.spotify.com/album/5vfnsOgLqsgmEb3vGyc2FO,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,,,,,Rap,https://www.youtube.com/watch?v=oUvMv_MxMxQ,https://www.youtube.com/watch?v=oUvMv_MxMxQ,2010,4:31
2018,77,Hands On The Wheel,Hands On The Wheel,ScHoolboy Q,A$AP Rocky,,,,,278,https://open.spotify.com/track/2kfpH2OAAdpk5J3JaraAIh,https://open.spotify.com/album/1C1mvUxPYGzTqVpXu6vOLf,https://open.spotify.com/artist/5IcR3N7QB1j6KBL8eImZ8m,https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca,,,,,Rap,,,2012,3:17
2018,78,Love Story,Fearless,Taylor Swift,,,,,,279,https://open.spotify.com/track/1vrd6UOGamcKNGnSHJQlSt,https://open.spotify.com/album/2dqn5yOQWdyGwOpOIi9O4x,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,,,,,,Pop,,,2008,3:55
2018,79,Fight Night,No Label II,Migos,,,,,,280,https://open.spotify.com/track/2n5gVJ9fzeX2SSWlLQuyS9,https://open.spotify.com/album/56PJDByaunMWwCqs5rV3Nc,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG,,,,,,Rap,,,2014,3:36
2018,80,Makes Me Wonder,It Won't Be Soon Before Long.,Maroon 5,,,,,,281,https://open.spotify.com/track/1lHXlGlve5Zx8tXLhyjDwM,https://open.spotify.com/album/29hJ8AFYZU98OzenrMr6iU,https://open.spotify.com/artist/04gDigrS5kc9YWfZHwBETP,,,,,,Pop,,,2007,3:31
2018,81,Tremble (Studio Version),Unknown - EP,Mosaic MSC,,,,,,282,https://open.spotify.com/track/6RTOAaQeVkm1GUTqIY0hjp,https://open.spotify.com/album/5dCMe8uY2xl4aPPPR9Wbod,https://open.spotify.com/artist/4hAridhpYF50cbO6o7jB3b,,,,,,Worship,,,2017,3:03
2018,82,Mad Love,Mad Love,Sean Paul,David Guetta,Becky G,,,,283,https://open.spotify.com/track/6y68QK2SwC38YxsbxHrA8I,https://open.spotify.com/album/7rip3duZDpr0mHBsCXrpmy,https://open.spotify.com/artist/3Isy6kedDrgPYoTS1dazA9,https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3,,,,Pop,,,2018,3:19
2018,83,Mail Long,Big Bossin Vol. 2,Payroll Giovanni & Cardo,E-40,,,,,284,https://open.spotify.com/track/0XNBHeusWRxUituDMJYymp,https://open.spotify.com/album/4TmT6CauttGAdyAHxggIyd,https://open.spotify.com/artist/70Wt3o0gTumIypKychnX6U,https://open.spotify.com/artist/3crnzLy8R4lVwaigKEOz7V,,,,,Rap,,,2018,3:22
