Year,Ranking,Song,Album,Artist1,Artist2,Artist3,Artist4,Artist5,Artist6,Kevin,SongID,AlbumID,Artist1ID,Artist2ID,Artist3ID,Artist4ID,Artist5ID,Artist6ID,ApproxGenre,Topic,Music Video,Album Year,Song Length
2020,22,LA CANCIÓN,OASIS,J Balvin,Bad Bunny,,,,,423,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,https://open.spotify.com/album/6ylFfzx32ICw4L1A7YWNLN,https://open.spotify.com/artist/1vyhD5VmyZ7KMfW5gqLgo5,https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X,,,,,Pop,,,2019,4:02
2020,23,Don't Start Now,Don't Start Now,Dua Lipa,,,,,,424,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,https://open.spotify.com/album/0ix3XtPV1LwmZADsprKxcp,https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we,,,,,,Pop,,,2019,3:03
2020,24,Secrets,Waking Up,OneRepublic,,,,,,425,https://open.spotify.com/track/1NhPKVLsHhFUHIOZ32QnS2,https://open.spotify.com/album/2pLAOZiilrhOrTQNqrF8qr,https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ,,,,,,Alternative,,,2009,3:44
2020,25,Sit Next To Me,Sacred Hearts Club,Foster The People,,,,,,426,https://open.spotify.com/track/4BdGO1CaObRD4La9l5Zanz,https://open.spotify.com/album/5lFvZh6pCTJzr9UStebyCF,https://open.spotify.com/artist/7gP3bB2nilZXLfPHJhMdvc,,,,,,Pop,,,2017,4:03
2020,26,I Don't Know About You,Laps Around The Sun,Chris Lane,,,,,,427,https://open.spotify.com/track/3yOs8FffuG6hPbzQG9lIqV,https://open.spotify.com/album/5gzfsecJfxWOdWwnFT7LsR,https://open.spotify.com/artist/68abRTdO4meYReMWHvBYb0,,,,,,Country,,,2018,3:27
2020,27,Gracious Tempest - Live,We Are Young & Free (Live),Hillsong Young & Free,,,,,,428,https://open.spotify.com/track/77esMNHouutLyz0o4Mj6FH,https://open.spotify.com/album/2WUtIkuLnF3EndnswpqEvJ,https://open.spotify.com/artist/7m4gF38CPATtHrk5HS42WZ,,,,,,Worship,,,2013,3:59
2020,28,Somewhere Only We Know,The Best of Keane (Deluxe Edition),Keane,,,,,,429,https://open.spotify.com/track/7AQAlklmptrrkBSeujkXsD,https://open.spotify.com/album/6VYlEGQqJBMJR4vksRpM1d,https://open.spotify.com/artist/53A0W3U0s8diEn9RhXQhVz,,,,,,Alternative,,,2013,3:55
2020,29,Sweet but Psycho,Heaven & Hell,Ava Max,,,,,,430,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,https://open.spotify.com/album/7CdLU3GgPy1PH5FVsrPlyA,https://open.spotify.com/artist/4npEfmQ6YuiwW1GpUmaq3F,,,,,,Pop,,,2018,3:07
2020,30,Lovebug,A Little Bit Longer,Jonas Brothers,,,,,,431,https://open.spotify.com/track/3F8xLc6T4VvKH7I6wqVAN2,https://open.spotify.com/album/4jcRw4qVurxoZcfIYPKDpz,https://open.spotify.com/artist/7gOdHgIoIKoe4i9Tta6qdD,,,,,,Pop,,,2008,3:40
2020,31,Without Me,Without Me,Halsey,,,,,,432,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,https://open.spotify.com/album/0zzrCTzvL4ZmR42xF46Afm,https://open.spotify.com/artist/26VFTg2z8YR0cCuwLzESi2,,,,,,Pop,,,2018,3:21
2020,32,Robbery,Death Race for Love,Juice WRLD,,,,,,433,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,https://open.spotify.com/album/1GYVNOzwhx1nMcIJDogSNp,https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz,,,,,,Rap,,,2019,4:00
2020,33,Phases,Phases,PRETTYMUCH,,,,,,434,https://open.spotify.com/track/3je88Q4OvTqIx7BFRFYvRA,https://open.spotify.com/album/4q983qnYbzKzO8ulICPKgm,https://open.spotify.com/artist/5Y8eJDj37KhaEeqbVO7Ag1,,,,,,Pop,https://www.youtube.com/watch?v=lk0r3ixtP4o,https://www.youtube.com/watch?v=IJjeVuIGwa8,2019,3:35
2020,34,La La Land,Carnival,Bryce Vine,,,,,,435,https://open.spotify.com/track/7taeV6Kz3xIgjx5QR0eG8p,https://open.spotify.com/album/1gTkvHFHZhcFMhpy0Ko2Ln,https://open.spotify.com/artist/1ShZZUjkbXCjhwrb18BA8I,,,,,,Rap,,,2019,2:37
2020,35,Without Me,Covers,Alec Chambers,,,,,,436,https://open.spotify.com/track/6m1hYbfABsUSL3c7QFRBxB,https://open.spotify.com/album/3LfSL8GflXlUnz8H0wlc9z,https://open.spotify.com/artist/3weLeY2Bu0Eij4k0tQ4EzJ,,,,,,Love,,,2018,1:56
2020,36,Photograph,x (Deluxe Edition),Ed Sheeran,,,,,,437,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL,https://open.spotify.com/album/1xn54DMo2qIqBuMqHtUsFd,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,,,,,,Pop,,,2014,4:18
2020,37,I Believe I Can Fly,R.,R. Kelly,,,,,,438,https://open.spotify.com/track/2RzJwBCXsS1VnjDm2jKKAa,https://open.spotify.com/album/4yRYsQZfQpzkoVWH2XCX66,https://open.spotify.com/artist/2mxe0TnaNL039ysAj51xPQ,,,,,,Rap,,,1998,5:20
2020,38,Your Love Never Fails,Revelation Songs,Jesus Culture,,,,,,439,https://open.spotify.com/track/3FjOBB4EyIXHYUtSgrIdY9,https://open.spotify.com/album/3urn2A7vPHiE4qZFOIQUU9,https://open.spotify.com/artist/0Onvkz1Nbs4wHXXUwOIGk8,,,,,,Worship,,,2013,5:12
2020,39,Waving Through A Window,Dear Evan Hansen (Original Broadcast Cast Recording),Ben Platt,Original Broadway Cast of Dear Evan Hansen,,,,,440,https://open.spotify.com/track/0gMW8XpPFPjoApDii5Tj1u,https://open.spotify.com/album/0LhDyJXelg31FKLW5GDcKi,https://open.spotify.com/artist/6qGkLCMQkNGOJ079iEcC5k,https://open.spotify.com/artist/5bi4lyuj5ZrayYKlibl9ij,,,,,Pop,,,2017,3:56
2020,40,Marvin Gaye (feat. Meghan Trainor),Some Type of Love,Charlie Puth,Meghan Trainor,,,,,441,https://open.spotify.com/track/6ukMqDxnOPOgoHdak7Kyp3,https://open.spotify.com/album/5t4A7Loq1pKRFlkBOs1O2O,https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7,https://open.spotify.com/artist/6JL8zeS1NmiOftqZTRgdTz,,,,,Alternative,,,2015,3:10
2020,41,death bed (coffee for your head),death bed (coffee for your head),Powfu,beabadoobee,,,,,442,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,https://open.spotify.com/album/2p9gK2BcdrloHNJwarc9gc,https://open.spotify.com/artist/6bmlMHgSheBauioMgKv2tn,https://open.spotify.com/artist/35l9BRT7MXmM8bv2WDQiyB,,,,,Pop,,,2020,2:53
2020,42,People Are Crazy,Little Bit of Everything,Billy Currington,,,,,,443,https://open.spotify.com/track/5JnLiuMgRAWoHYOhatFP3s,https://open.spotify.com/album/3H119N8NtcjSUxOhimk2FQ,https://open.spotify.com/artist/1By9QBFnjZAoI83BZppHlt,,,,,,Country,,,2008,3:51
2020,43,More Beautiful You,More Beautiful You,Jonny Diaz,,,,,,444,https://open.spotify.com/track/0BD6kjnLp2CGYAY3Vb6bUY,https://open.spotify.com/album/27qh9LZsrPEPAdxKvbUPBp,https://open.spotify.com/artist/4HKCjseZVD2vG7EJG3yLwt,,,,,,Alternative,,,2009,3:51
2020,44,Today Was A Fairytale - US Version,Today Was A Fairytale,Taylor Swift,,,,,,445,https://open.spotify.com/track/1P5QpwOgXJuoVTm3CWbnLY,https://open.spotify.com/album/2JK0T590oG0pJckY9HRniL,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,,,,,,Pop,,,2010,4:01
2020,45,You Are The Music In Me,High School Musical 2 (Original Soundtrack),Troy,Gabriella,Disney,,,,446,https://open.spotify.com/track/6TRp2628QKH3kY6KrCnjqp,https://open.spotify.com/album/04Xde0FJSo4LVQ1GE36t49,https://open.spotify.com/artist/6zTbBugfNc95zo8ClFDhIn,https://open.spotify.com/artist/0GyAZiIV45rnBBf4KdGLS7,https://open.spotify.com/artist/3xvaSlT4xsyk6lY1ESOspO,,,,Love,,,2007,3:27
2020,46,Grace Alone,Grace Alone - EP,The Modern Post,,,,,,447,https://open.spotify.com/track/3xaAcgqZCnMYAvSFaWh6by,https://open.spotify.com/album/7Gm0OT4MbuOqO2YI4dDggC,https://open.spotify.com/artist/6z989iXQpOqgPU7vDclfna,,,,,,Worship,https://www.youtube.com/watch?v=LIvwHh1k32I,https://www.youtube.com/watch?v=LIvwHh1k32I,2012,3:34
2020,47,Different,Difference,Micah Tyler,,,,,,448,https://open.spotify.com/track/4NTJ9sbakiYD1SyGWSMyCf,https://open.spotify.com/album/6OcMZnLDn70a5ryrMMU4Ch,https://open.spotify.com/artist/04XtgzagYQRpeZt1sJThKi,,,,,,Worship,,,2016,3:17
2020,48,So Will I (100 Billion X),Wonder,Hillsong UNITED,Benjamin William Hastings,,,,,449,https://open.spotify.com/track/1ed3wNCecRIp6SugyR0w2J,https://open.spotify.com/album/5ZWmzqJe0RH6HdT4ntNaX2,https://open.spotify.com/artist/74cb3MG0x0BOnYNW1uXYnM,https://open.spotify.com/artist/6CK4CBL0n07VdVZmfh40nm,,,,,Worship,,,2017,6:51
2020,49,Way Maker - Live,Better Word (Live),Leeland,,,,,,450,https://open.spotify.com/track/40ozK0lCJ0EQzVGWsCNUhk,https://open.spotify.com/album/5PobE1kR95I2qvrKI1rDak,https://open.spotify.com/artist/6j1fmLreVuAay7k6Gudfa2,,,,,,Worship,,,2019,8:23
2020,50,Closer,For The Sake of the World,Bethel Music,Steffany Gretzinger,,,,,451,https://open.spotify.com/track/1C4p7axHOmDCB5mZIYhuqT,https://open.spotify.com/album/2gyDM9gRebuTUn1VWS2obn,https://open.spotify.com/artist/26T4yOaOoFJvUvxR87Y9HO,https://open.spotify.com/artist/2akNRvGNB400IDDUMr1PHW,,,,,Worship,https://www.youtube.com/watch?v=ONRqyW-qoIE,https://www.youtube.com/watch?v=jas8siNG3Bo,2012,6:53
2020,51,The Butterfly Effect,"love, pain, & retrospect",Before You Exit,,,,,,452,https://open.spotify.com/track/5OeFwHm8XB1ykVRW6zzVDI,https://open.spotify.com/album/1VynUkB26Lq6VeurTBxzgX,https://open.spotify.com/artist/64NYWpxh4HgzMb1SwCCjMw,,,,,,Pop,,,2019,4:15
2020,52,Even If,Lifer,MercyMe,,,,,,453,https://open.spotify.com/track/787cootcZRw5Xr47Of97AN,https://open.spotify.com/album/0PcT8mmJZRU6H1HXeChS2H,https://open.spotify.com/artist/6APm8EjxOHSYM5B4i3vT3q,,,,,,Worship,https://www.youtube.com/watch?v=gEKc2dNEFVY,https://www.youtube.com/watch?v=B6fA35Ved-Y,2017,4:15
2020,53,Postcard From Paris,The Band Perry,The Band Perry,,,,,,454,https://open.spotify.com/track/3xltN99Cj2KF5AZFhjDibh,https://open.spotify.com/album/3dASAcs9QOsmoSLhHjEhCu,https://open.spotify.com/artist/75FnCoo4FBxH5K1Rrx0k5A,,,,,,Country,,,2010,3:35
2020,54,I Don't Want to Be,Chariot - Stripped,Gavin DeGraw,,,,,,455,https://open.spotify.com/track/6ich2xMH5AR39V85miIAN8,https://open.spotify.com/album/0Fm4Qx8IVHEEBYPeRzNUGI,https://open.spotify.com/artist/5DYAABs8rkY9VhwtENoQCz,,,,,,Alternative,https://www.youtube.com/watch?v=-mgUP7cbStY,https://www.youtube.com/watch?v=8gFCW3PHBws,2004,3:37
2020,55,Without You,Without You,John Newman,Nina Nesbitt,,,,,456,https://open.spotify.com/track/1SUbExhoNkAI1SnLNIhh8M,https://open.spotify.com/album/6pUAHkIrX7eacyG83ZlVxU,https://open.spotify.com/artist/34v5MVKeQnIo0CWYMbbrPf,https://open.spotify.com/artist/7AzjETXRUKNRSJHMW9GIqd,,,,,Pop,,,2019,3:27
2020,56,Some People Do,Old Dominion,Old Dominion,,,,,,457,https://open.spotify.com/track/3ae686rmXIGq7ufDlozcde,https://open.spotify.com/album/2u7YB4vGWWHqWJrBJTqT7V,https://open.spotify.com/artist/6y8XlgIV8BLlIg1tT1R10i,,,,,,Country,,,2019,3:16
2020,57,Might Not Give Up (feat. Young Thug),Artist 2.0,A Boogie Wit da Hoodie,Young Thug,,,,,458,https://open.spotify.com/track/4l2rsMfr20dj6nf6i6F3Y8,https://open.spotify.com/album/0cZAE6guibfcYmTZD7hiae,https://open.spotify.com/artist/31W5EY0aAly4Qieq6OFu6I,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,,,,,Rap,,,2020,3:45
2020,58,Overwhelmed,Love Come To Life: The Redeemed Version,Big Daddy Weave,,,,,,459,https://open.spotify.com/track/4JUgEg8FMfbJNY0DQaXbiV,https://open.spotify.com/album/5P2EQTgQ6BpQOjyoBxm15i,https://open.spotify.com/artist/4SsMf4SjhOlSqEitcprgBt,,,,,,Worship,,,2014,5:29
2020,59,Everyday,High School Musical 2 (Original Soundtrack),Troy,Gabriella,Disney,,,,460,https://open.spotify.com/track/2XQ1tVtmHNKBOxaCbjYxdn,https://open.spotify.com/album/04Xde0FJSo4LVQ1GE36t49,https://open.spotify.com/artist/6zTbBugfNc95zo8ClFDhIn,https://open.spotify.com/artist/0GyAZiIV45rnBBf4KdGLS7,https://open.spotify.com/artist/3xvaSlT4xsyk6lY1ESOspO,,,,Love,,,2007,4:38
2020,60,All The Stars (with SZA),Black Panther The Album Music From and Inspired By,Kendrick Lamar,SZA,,,,,461,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,https://open.spotify.com/album/3pLdWdkj83EYfDN6H2N8MR,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP,,,,,Rap,,,2018,3:52
2020,61,Out of Touch,The Very Best of Daryl Hall / John Oates,Daryl Hall & John Oates,,,,,,462,https://open.spotify.com/track/7o67roCVsFiCt7Cf0ZLOJq,https://open.spotify.com/album/4tUyNf5dGXwY4TaMaxwhqF,https://open.spotify.com/artist/77tT1kLj6mCWtFNqiOmP9H,,,,,,Rock,,,2001,4:09
2020,62,You Get The Glory,The Unknown,Jonathan Traylor,,,,,,463,https://open.spotify.com/track/0BhYHmteTasqTgZa3V5G0h,https://open.spotify.com/album/4GWFRVkdDScIAH8tLQOGd6,https://open.spotify.com/artist/7KcmdvVaaO7Y0pmHQjOEFo,,,,,,Worship,,,2020,3:52
2020,63,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),Hailee Steinfeld,,,,,,464,https://open.spotify.com/track/6W5RmgWh46p9RQ4LDezHKE,https://open.spotify.com/album/2ZeHAc9olOJ70wqPjHXhZE,https://open.spotify.com/artist/5p7f24Rk5HkUZsaS3BLG5F,,,,,,Love,,,2015,2:58
2020,64,When It Rains It Pours,The One's for You,Luke Combs,,,,,,465,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,https://open.spotify.com/album/1lhNch5NkOONvFhRPh8qaj,https://open.spotify.com/artist/718COspgdWOnwOFpJHRZHS,,,,,,Country,,,2017,4:00
2020,65,"Fire On Fire - From ""Watership Down""","Fire On Fire (From ""Watership Down"")",Sam Smith,,,,,,466,https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND,https://open.spotify.com/album/5utJfkRQ5yEIat3AIK6WIL,https://open.spotify.com/artist/2wY79sveU1sp5g7SokKOiI,,,,,,Love,,,2018,4:06
2020,66,Never Say Never,The Fray,The Fray,,,,,,467,https://open.spotify.com/track/57uX2vR9j9DNiANDYfXw1i,https://open.spotify.com/album/3ibdlhMmbFPMYoWvwHCzI3,https://open.spotify.com/artist/0zOcE3mg9nS6l3yxt1Y0bK,,,,,,Alternative,https://www.youtube.com/watch?v=dZ-gtWsbO38,https://www.youtube.com/watch?v=Aihu16RyYp8,2009,4:16
2020,67,Worn,The Struggle,Tenth Avenue North,,,,,,468,https://open.spotify.com/track/6jAAYLKxXPyeEoddXu6Gf7,https://open.spotify.com/album/3TunW3H9Be9xvvR9Ip7a0L,https://open.spotify.com/artist/7v35CkHBaT1SStgQHl95a0,,,,,,Worship,,,2012,4:04
2020,68,Meant To Be,NOW That's What I Call Country Vol. 11,Bebe Rexha,Florida Georgia Line,,,,,469,https://open.spotify.com/track/2vzxSXzuSyv7QGswSkvna0,https://open.spotify.com/album/50EmLIMmhCkrSzxs9LKNZm,https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb,https://open.spotify.com/artist/3b8QkneNDz4JHKKKlLgYZg,,,,,Pop,,,2018,2:43
2020,69,Paris,Paris,The Chainsmokers,,,,,,470,https://open.spotify.com/track/15vzANxN8G9wWfwAJLLMCg,https://open.spotify.com/album/64vx3cUb97lQGlgt8zozWL,https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp,,,,,,Pop,,,2017,3:41
2020,70,Sh-Boom,"Doo Wop Classics, Vol. 6",The Chords,,,,,,471,https://open.spotify.com/track/6ZKB999ZdaFVgrYWvxkl49,https://open.spotify.com/album/6bT7ES8R1gu7H9c5jMNFaX,https://open.spotify.com/artist/2iSZ41LUUYVcz5At9Xuz7T,,,,,,Love,,,2003,2:27
2020,71,Hypnotized,Hypnotized,The Giving Moon,,,,,,472,https://open.spotify.com/track/4qWCmPncSuVb1Gy01vzVb4,https://open.spotify.com/album/2xjHLQ1HmSeHePViNoy0vr,https://open.spotify.com/artist/166duy3vH4MD26JhjhtrcE,,,,,,Alternative,,,2019,3:24
2020,72,Give Me Faith,Kingdom Come,Elevation Worship,,,,,,473,https://open.spotify.com/track/0Iahiy5y1VEmuwTFb65tG8,https://open.spotify.com/album/1wnfwokJAwNET0FZ4X2KCH,https://open.spotify.com/artist/3YCKuqpv9nCsIhJ2v8SMix,,,,,,Worship,https://www.youtube.com/watch?v=MmSnf9AsQYc,https://www.youtube.com/watch?v=MmSnf9AsQYc,2010,4:54
2020,73,Butterfly Effect,"Love, Heartbreak, & Everything In Between",Tenielle Arts,,,,,,474,https://open.spotify.com/track/5TTPlfLrQcQmrLmTWD6vGj,https://open.spotify.com/album/6Jetxgkv7jYVQJhyOBqAPa,https://open.spotify.com/artist/0gSAxSvAApQc71cTpoXDFu,,,,,,Country,https://www.youtube.com/watch?v=QJH5Tb--hSQ,https://www.youtube.com/watch?v=QJH5Tb--hSQ,2020,2:28
2020,74,1201 (feat. Deno Taylor),1201,Swilson,Deno Taylor,,,,,475,https://open.spotify.com/track/0O1HWUlxydl0w9rMPKMKRJ,https://open.spotify.com/album/3xhHt9leIyoKY8w5kFVVXy,https://open.spotify.com/artist/5KXa9rHmpcPwcD51knhkHE,https://open.spotify.com/artist/2FfoMX0ojxefwwKyVUOhO7,,,,,Pop,https://www.youtube.com/watch?v=fiWEV1BGGV8,https://www.youtube.com/watch?v=fiWEV1BGGV8,2017,3:49
2020,75,All About Us,My Forever,He Is We,Owl City,,,,,476,https://open.spotify.com/track/0UQAkAVNk3tubJYlOHyG3q,https://open.spotify.com/album/2TYyy4mug7CIiylNdLZojq,https://open.spotify.com/artist/6yFbpXlBH8XHVQGjUPUvKU,https://open.spotify.com/artist/07QEuhtrNmmZ0zEcqE9SF6,,,,,Love,,,2010,3:26
2020,76,"1,2 Many",What You See Is What You Get,Luke Combs,Brooks & Dunn,,,,,477,https://open.spotify.com/track/226le7T3p82reYWzsi9Hsz,https://open.spotify.com/album/0S9D5NIDp2YXhYwlvuJzqx,https://open.spotify.com/artist/718COspgdWOnwOFpJHRZHS,https://open.spotify.com/artist/0XKOBt59crntr7HQXXO8Yz,,,,,Country,https://www.youtube.com/watch?v=iSUGanzzabA,https://www.youtube.com/watch?v=Dhf_kuX71ds,2019,3:00
2020,77,Way It Goes,Landmark,Hippo Campus,,,,,,478,https://open.spotify.com/track/6CES1554HcWMIVroJfmmBm,https://open.spotify.com/album/0vb1g018puu47StlIi9wxC,https://open.spotify.com/artist/1btWGBz4Uu1HozTwb2Lm8A,,,,,,Alternative,,,2017,4:05
2020,78,Syndicate,The Fray,The Fray,,,,,,479,https://open.spotify.com/track/7trg1faBmQrr7zxr4U7SOr,https://open.spotify.com/album/3ibdlhMmbFPMYoWvwHCzI3,https://open.spotify.com/artist/0zOcE3mg9nS6l3yxt1Y0bK,,,,,,Alternative,,,2009,3:29
2020,79,Get the Gat,Get the Gat,Lil Elt,,,,,,480,https://open.spotify.com/track/4gxh3vX2vDeiey5cDQvXDR,https://open.spotify.com/album/0FE1OhS34V4QirESOmc9oE,https://open.spotify.com/artist/1LBHT3Mqzsk3nQJw8vDrh7,,,,,,Rap,,,1992,1:58
2020,80,Mood (feat. iann dior),El Dorado,24kGoldn,iann dior,,,,,481,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,https://open.spotify.com/album/4YMnOf4a7obOcN1Gy2QEuM,https://open.spotify.com/artist/6fWVd57NKTalqvmjRd2t8Z,https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS,,,,,Pop,,,2020,2:20
2020,81,Broken Vessels (Amazing Grace) - Live,No Other Name (Deluxe Edition/Live),Hillsong Worship,TAYA,,,,,482,https://open.spotify.com/track/2BuhGnXpqMQ8BvOUZpmaVl,https://open.spotify.com/album/2eWEMqzTy0UbJzzdHel5qP,https://open.spotify.com/artist/3SgHzT552wy2W8pNLaLk24,https://open.spotify.com/artist/3D04fb59z3ANxVaeHBfxtW,,,,,Worship,,,2014,9:28
2020,82,When We Were Young,25,Adele,,,,,,483,https://open.spotify.com/track/7IWkJwX9C0J7tHurTD7ViL,https://open.spotify.com/album/0K4pIOOsfJ9lK8OjrZfXzd,https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY,,,,,,Love,,,2016,4:50
2020,83,I Met You In The Summer,Faster Car,Loving Caliber,Mia Pfirrman,,,,,484,https://open.spotify.com/track/5qU8RiRkent9wHI1RZuIvT,https://open.spotify.com/album/320wjAXhizN46Q7pgPa3QV,https://open.spotify.com/artist/6psCCMHymYfQy6VvYRr6cs,https://open.spotify.com/artist/1J41DPq09UJRlSdeGDRKiH,,,,,Pop,,,2018,3:16
2020,84,Into You,Dangerous Woman,Ariana Grande,,,,,,485,https://open.spotify.com/track/2meEiZKWkiN28gITzFwQo5,https://open.spotify.com/album/3OZgEywV4krCZ814pTJWr7,https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR,,,,,,Pop,,,2016,4:04
2020,85,Lead Me To The Cross,All Of The Above,Hillsong UNITED,Brooke Ligertwood,,,,,486,https://open.spotify.com/track/7i2ZmmyLzE7NcFAJl30mKY,https://open.spotify.com/album/0nJ35Byhm8jzBS3QzjSv4D,https://open.spotify.com/artist/74cb3MG0x0BOnYNW1uXYnM,https://open.spotify.com/artist/7iETGaxJ4crz3qaljDPCKC,,,,,Worship,,,2007,4:18
2020,86,Water Under the Bridge,25,Adele,,,,,,487,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,https://open.spotify.com/album/0K4pIOOsfJ9lK8OjrZfXzd,https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY,,,,,,Love,,,2016,4:00
2020,87,Better,Suncity,Khalid,,,,,,488,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,https://open.spotify.com/album/2Qxc2NJ7yPKVFRWi3llRr2,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny,,,,,,Pop,,,2018,3:49
2020,88,Lips Of An Angel,Extreme Behavior,Hinder,,,,,,489,https://open.spotify.com/track/40LQiUUUKXVGyNs09lHVjW,https://open.spotify.com/album/2SmDuZSWtjukp9gkG2mcBQ,https://open.spotify.com/artist/6BMhCQJYHxxKAeqYS1p5rY,,,,,,Rock,,,2005,4:21
2020,89,Forever,Forever,Chris Brown,,,,,,490,https://open.spotify.com/track/3NZJlJemX3mzjf56MqC5ML,https://open.spotify.com/album/248cu9M1nYCijfXswwZ8uW,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,,,,,,Pop,,,2008,4:38
2020,90,A Thousand More,A Thousand More,Thrive Worship,,,,,,491,https://open.spotify.com/track/7tIrrmVZNRypgrP7FQZmLR,https://open.spotify.com/album/71Wbn8i6LWE44Fgpb2D8aB,https://open.spotify.com/artist/76mPLB1kgBIInKSrvuEb72,,,,,,Worship,,,2019,4:27
2020,91,Follow Through,Chariot - Stripped,Gavin DeGraw,,,,,,492,https://open.spotify.com/track/6jSoDFoUl903MNFhS4FuZx,https://open.spotify.com/album/0Fm4Qx8IVHEEBYPeRzNUGI,https://open.spotify.com/artist/5DYAABs8rkY9VhwtENoQCz,,,,,,Alternative,,,2004,3:59
2020,92,You Found Me,The Fray,The Fray,,,,,,493,https://open.spotify.com/track/4IoYz8XqqdowINzfRrFnhi,https://open.spotify.com/album/3ibdlhMmbFPMYoWvwHCzI3,https://open.spotify.com/artist/0zOcE3mg9nS6l3yxt1Y0bK,,,,,,Alternative,https://www.youtube.com/watch?v=_tdWkuyFI6c,https://www.youtube.com/watch?v=jFg_8u87zT0,2009,4:01
2020,93,Unbelievable,Instigator,Kaci Brown,,,,,,494,https://open.spotify.com/track/4khzbnfJLnv6ZahZjPDWVr,https://open.spotify.com/album/7kr1b0hmWcXdEWLF27Bbwh,https://open.spotify.com/artist/5Ct1GEDES4Nlkc6cFbZYq0,,,,,,Pop,,,2005,4:08
2020,94,Titanium,"The Covers, Vol. 2",Madilyn Bailey,,,,,,495,https://open.spotify.com/track/3Lp3nA3GZ9kgLg3yoqJ4NX,https://open.spotify.com/album/1wuYCaWaBG4r2k87n25Xzv,https://open.spotify.com/artist/0NxhAEPOSeCg6vypFr7yjU,,,,,,Love,,,2012,3:30
2020,95,Just A Dream,5..0,Nelly,,,,,,496,https://open.spotify.com/track/3ZdJffjzJWFimSQyxgGIxN,https://open.spotify.com/album/3mz9p3cA0Cl5oDUlpTxB0c,https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw,,,,,,Pop,,,2010,3:57
2020,96,"10,000 Hours (with Justin Bieber) - Piano","10,000 Hours (with Justin Bieber) [Piano]",Dan + Shay,Justin Bieber,,,,,497,https://open.spotify.com/track/6HjF1gzVEZMb4GplnGl9B3,https://open.spotify.com/album/2YtdV4AkQesuqE6UwSADk7,https://open.spotify.com/artist/7z5WFjZAIYejWy0NI5lv4T,https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s,,,,,Pop,https://www.youtube.com/watch?v=TlvFo3umL1c,https://www.youtube.com/watch?v=Y2E71oe0aSM,2019,2:52
2020,97,Rush,Into The Rush,Aly & AJ,,,,,,498,https://open.spotify.com/track/1dpXikU9kSyxm1mKulwHws,https://open.spotify.com/album/1Qx0TayWQYtbHAR7ECJyj7,https://open.spotify.com/artist/5wugb0kaq0J6nyQ5Xgd17i,,,,,,Pop,,,2005,3:11
2020,98,Until The Whole World Hears,Voice of Truth: The Ultimate Collection,Casting Crowns,,,,,,499,https://open.spotify.com/track/3diGzmb8R2b0LIuzXzia2Q,https://open.spotify.com/album/3zPbdvlDWW34eWUSBFHaYQ,https://open.spotify.com/artist/6eJqAWJdd8JhAN1pQGie4r,,,,,,Pop,,,2019,5:04
