Include,,,,,Run,Cooldown,TOTAL,,,,,Guess,,Notes,,,,,,,,,,,,,,,,
Location,Day,Month,Day,Date,Run Calories,Run Distance,Average Pace,Average Pace Kevin,MPH Kevin,Run Minutes,Run Seconds,Walk Calories,Walk Distance,Average Pace,Average Pace Kevin,MPH Kevin,Walk Minutes,Walk Seconds,Calories,Distance,Minutes,Seconds,Time,Kevin Intensity Meter,Town,Season,,Start Time,Notes,
Ike,Wednesday,10,24,10/24/18,510,4.29,7:55,7:56,7.57,34,0,24,0.33,15:04,15:10,3.96,5,0,534,4.62,39,0,0:39:00,,School,Senior Fall I,,4:50 PM,Shoes still being broken in,
Ike,Thursday,10,25,10/25/18,657,5.5,8:10,8:11,7.333,45,0,24,0.34,15:04,14:43,4.08,5,0,681,5.84,50,0,0:50:00,,School,Senior Fall I,,11:20 AM,,
Ike,Friday,10,26,10/26/18,510,4.28,7:55,7:57,7.552,34,0,24,0.34,14:58,14:43,4.08,5,0,534,4.62,39,0,0:39:00,,School,Senior Fall I,,11:15 AM,GASSED. Love you Alicia. How bad do you want it?,
Ike,Saturday,10,27,10/27/18,248,2.07,8:41,8:42,6.9,18,0,18,0.24,14:58,15:00,4,3,36,266,2.31,21,36,0:21:36,,School,Senior Fall I,,10:30 AM,,
Ike,Sunday,10,28,10/28/18,873,7.31,8:12,8:13,7.31,60,0,24,0.34,14:58,14:43,4.08,5,0,897,7.65,65,0,1:05:00,,School,Senior Fall I,,10:35 AM,Mild left heel pain during 55th minute. Love you Alicia,
,Monday,10,29,10/29/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,,
Ike,Tuesday,10,30,10/30/18,660,5.53,8:07,8:09,7.373,45,0,24,0.33,15:04,15:10,3.96,5,0,684,5.86,50,0,0:50:00,,School,Senior Fall I,,9:20 AM,,
Ike,Wednesday,10,31,10/31/18,510,4.29,7:55,7:56,7.57,34,0,24,0.33,15:04,15:10,3.96,5,0,534,4.62,39,0,0:39:00,,School,Senior Fall I,6,,No picture of run,
Ike,Thursday,11,1,11/1/18,650,5.44,8:15,8:17,7.253,45,0,24,0.33,15:04,15:10,3.96,5,0,674,5.77,50,0,0:50:00,,School,Senior Fall I,8.5,11:15 AM,Pretty gassed. Left heel somewhat hurt.,
Ike,Friday,11,2,11/2/18,510,4.28,7:55,7:57,7.552,34,0,24,0.34,14:58,14:43,4.08,5,0,534,4.62,39,0,0:39:00,,School,Senior Fall I,6.5,11:10 AM,,
Ike,Saturday,11,3,11/3/18,280,2.34,8:32,8:33,7.02,20,0,19,0.26,14:58,15:24,3.9,4,0,299,2.6,24,0,0:24:00,,School,Senior Fall I,4,10:50 AM,Football beat Minnesota!,
Ike,Sunday,11,4,11/4/18,873,7.31,8:12,8:13,7.31,60,0,24,0.33,15:01,15:10,3.96,5,0,897,7.64,65,0,1:05:00,,School,Senior Fall I,9,9:30 AM,,
Ike,Monday,11,5,11/5/18,540,4.54,"7:50, 7:58",7:56,7.566,35,60,20,0.27,14:57,15:12,3.951,4,6,560,4.81,40,6,0:40:06,,School,Senior Fall I,5,4:50 PM,"Right heel medium pain smh. Accidentally pressed STOP with knuckle at 15:29. See phone for details. 15:29, 1.97, 245, 7:50",
Ike,Tuesday,11,6,11/6/18,665,5.56,8:15,8:17,7.252,46,0,24,0.34,15:04,14:43,4.08,5,0,689,5.9,51,0,0:51:00,,School,Senior Fall I,6,9:15 AM,Feet felt ok,
Ike,Wednesday,11,7,11/7/18,510,4.28,7:55,7:57,7.552,34,0,24,0.33,15:04,15:10,3.96,5,0,534,4.61,39,0,0:39:00,,School,Senior Fall I,6,4:35 PM,Feet felt decent,
Ike,Thursday,11,8,11/8/18,735,6.16,8:06,8:08,7.392,50,0,24,0.33,15:04,15:10,3.96,5,0,759,6.49,55,0,0:55:00,,School,Senior Fall I,6,11:20 AM,"Feet feel pretty good. Slight pain in right arch but not significant. Overall body felt great, could have gone for 60 minutes",
Ike,Friday,11,9,11/9/18,510,4.28,7:55,7:57,7.552,34,0,24,0.34,14:58,14:43,4.08,5,0,534,4.62,39,0,0:39:00,,School,Senior Fall I,9.25,11:10 AM,GASSED,
Ike,Saturday,11,10,11/10/18,283,2.36,8:27,8:29,7.08,20,0,19,0.27,14:58,14:49,4.05,4,0,302,2.63,24,0,0:24:00,,School,Senior Fall I,5,9:40 AM,,
Ike,Sunday,11,11,11/11/18,904,7.6,7:53,7:54,7.6,60,0,25,0.33,15:01,15:10,3.96,5,0,929,7.93,65,0,1:05:00,,School,Senior Fall I,9,10:10 AM,Feet felt pretty good. Left shin splint?,
,Monday,11,12,11/12/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,Right ankle kinda hurt on off day,
,Tuesday,11,13,11/13/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,"7.6 hours of work, couldn't run",
,Wednesday,11,14,11/14/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,,
Ike,Thursday,11,15,11/15/18,667,5.6,8:01,8:03,7.466,45,0,24,0.33,15:04,15:10,3.96,5,0,691,5.93,50,0,0:50:00,,School,Senior Fall I,5,10:20 AM,New scale. GASSED. Feet felt great but respitory-wise no,
Ike,Friday,11,16,11/16/18,510,4.28,7:55,7:57,7.552,34,0,24,0.34,14:58,14:43,4.08,5,0,534,4.62,39,0,0:39:00,,School,Senior Fall I,2.5,11:20 AM,Feet felt good. Love you Alicia,
Field House,Saturday,11,17,11/17/18,467,4.57,0,9:14,6.502,42,10,0,0.24,0,16:40,3.6,4,0,467,4.81,46,10,0:46:10,,Home,Senior Fall Break 2018,,11:55 AM,"Foot hurt during 5th mile. Finished 36th lap at 33:45, Nike app sucks. Truly ran 45 laps (but phone thinks I ran 4.57 miles). Cooldown was 2 laps",
WN Track,Sunday,11,18,11/18/18,563,5.45,0,8:32,7.032,46,30,0,0.25,0,17:00,3.529,4,15,563,5.7,50,45,0:50:45,,Home,Senior Fall Break 2018,3,10:30 AM,Ran 10 full laps around WN track. Phone thought it was 2.6 miles. But I ran 10 laps in 21:44. Left heel hurt during end of run,
Outside,Monday,11,19,11/19/18,519,5.04,0,8:44,6.872,44,0,0,0.23,0,17:24,3.45,4,0,519,5.27,48,0,0:48:00,,Home,Senior Fall Break 2018,3,10:35 AM,Left heel hurt. Curled toes and felt ok,
Outside,Tuesday,11,20,11/20/18,575,5.51,0,8:43,6.887,48,0,0,0.34,0,17:39,3.4,6,0,575,5.85,54,0,0:54:00,,Home,Senior Fall Break 2018,3,12:20 PM,Feet felt pretty good. Not great. 38 degrees outside of Jake's Pizza,
Outside,Wednesday,11,21,11/21/18,558,5.4,0,8:48,6.821,47,30,0,0.27,0,18:32,3.24,5,0,558,5.67,52,30,0:52:30,,Home,Senior Fall Break 2018,3,10:30 AM,Alicia,
Outside,Thursday,11,22,11/22/18,406,3.85,0,8:19,7.218,32,0,0,0.27,0,18:32,3.24,5,0,406,4.12,37,0,0:37:00,,Home,Senior Fall Break 2018,3,11:00 AM,Slight heel pain. :(,
Outside,Friday,11,23,11/23/18,304,2.8,0,7:52,7.636,22,0,0,0.3,0,16:40,3.6,5,0,304,3.1,27,0,0:27:00,,Home,Senior Fall Break 2018,3,1:20 PM,Left heel hurt. Alicia,
Outside,Saturday,11,24,11/24/18,307,2.82,0,8:10,7.356,23,0,0,0.31,0,16:08,3.72,5,0,307,3.13,28,0,0:28:00,,Home,Senior Fall Break 2018,3,3:45 PM,Alicia,
Ike,Sunday,11,25,11/25/18,543,4.57,"7:30, 7:42",7:40,7.834,34,60,22,0.3,15:01,15:14,3.941,4,34,565,4.87,39,34,0:39:34,,School,Senior Fall II,5.5,4:00 PM,Took a break at 12:10 to loosen left shoe. Really bad run. Completely gassed,
,Monday,11,26,11/26/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall II,,,,
Ike,Tuesday,11,27,11/27/18,769,6.47,7:45,7:46,7.725,50,15,24,0.33,14:58,15:10,3.96,5,0,793,6.8,55,15,0:55:15,,School,Senior Fall II,6,8:45 AM,"Nauseous. Legs felt great though. SO SO SO GASSED. Maybe most gassed run ever, almost threw up on treadmill",
Ike,Wednesday,11,28,11/28/18,510,4.29,7:55,7:56,7.57,34,0,24,0.33,14:58,15:10,3.96,5,0,534,4.62,39,0,0:39:00,,School,Senior Fall II,5,4:40 PM,Had Powerade before run. Somewhat nauseuos and gassed,
Ike,Thursday,11,29,11/29/18,658,5.51,8:09,8:11,7.346,45,0,24,0.33,14:57,15:10,3.96,5,0,682,5.84,50,0,0:50:00,,School,Senior Fall II,3.5,3:40 PM,Gassed early. Feet good,
Ike,Friday,11,30,11/30/18,510,4.28,7:55,7:57,7.552,34,0,24,0.34,15:01,14:43,4.08,5,0,534,4.62,39,0,0:39:00,,School,Senior Fall II,3.5,4:00 PM,,
Ike,Saturday,12,1,12/1/18,284,2.37,8:24,8:27,7.11,20,0,19,0.27,15:01,14:49,4.05,4,0,303,2.64,24,0,0:24:00,,School,Senior Fall II,2,10:35 AM,Left arch low-key hurt but not too bad,
Ike,Sunday,12,2,12/2/18,938,7.91,7:35,7:36,7.91,60,0,24,0.33,15:01,15:10,3.96,5,0,962,8.24,65,0,1:05:00,,School,Senior Fall II,4.5,9:45 AM,Feet hurt during 56th minute but felt great,
Ike,Monday,12,3,12/3/18,180,4.28,0,7:57,7.552,34,0,12,0.16,15:01,15:00,4,2,24,192,4.44,36,24,0:36:24,,School,Senior Fall II,,,"Nose bleed during 24th minute. Was on pace to do 4.28 in 34, but nose bleed occurred around 2.88 miles. I know it was 2.75 for sure, but at most 2.88, so maybe around 2.80. I hopped off, cleaned up, and then did 1.5 more in 12 minutes, so I'm plugging in 4.28 in 34 for math purposes. Left heel kind of hurt",
Ike,Tuesday,12,4,12/4/18,647,5.42,8:17,8:19,7.226,45,0,24,0.33,14:58,15:10,3.96,5,0,671,5.75,50,0,0:50:00,,School,Senior Fall II,4,9:00 AM,Pretty gassed. Wanted to give up around 15 minutes but I had nothing to lose. Left heel pretty bad pain in last minutes of run,
,Wednesday,12,5,12/5/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall II,,,,
Ike,Thursday,12,6,12/6/18,625,5.23,8:17,8:14,7.297,43,0,24,0.34,15:01,14:43,4.08,5,0,649,5.57,48,0,0:48:00,,School,Senior Fall II,5,10:55 AM,GASSED,
Ike,Friday,12,7,12/7/18,588,4.91,8:32,8:34,7.014,42,0,25,0.33,15:04,15:10,3.96,5,0,613,5.24,47,0,0:47:00,,School,Senior Fall II,4.5,3:50 PM,,
Ike,Saturday,12,8,12/8/18,409,3.4,8:48,8:50,6.8,30,0,24,0.34,14:58,14:43,4.08,5,0,433,3.74,35,0,0:35:00,,School,Senior Fall II,3,10:30 AM,,
Ike,Sunday,12,9,12/9/18,916,7.71,7:46,7:47,7.71,60,0,25,0.33,14:58,15:10,3.96,5,0,941,8.04,65,0,1:05:00,,School,Senior Fall II,6,9:50 AM,"Bad run. 8.0 for first 30 minutes, got tired, and then drifted down to 7.2 for most of end",
Ike,Monday,12,10,12/10/18,510,4.28,7:55,7:57,7.552,34,0,24,0.34,14:58,14:43,4.08,5,0,534,4.62,39,0,0:39:00,,School,Senior Fall II,3.5,4:50 PM,,
,Tuesday,12,11,12/11/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall II,,,,
,Wednesday,12,12,12/12/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall II,,,,
Ike,Thursday,12,13,12/13/18,638,5.36,8:00,8:02,7.479,43,0,1,0.01,18:46,16:40,3.6,0,10,639,5.37,43,10,0:43:10,,School,Senior Fall II,4.5,10:45 AM,"Back pains??? Wtf first time ever, had to stop early because I was tired and had to poop",
Ike,Friday,12,14,12/14/18,510,4.28,7:55,7:57,7.552,34,0,24,0.33,15:04,15:10,3.96,5,0,534,4.61,39,0,0:39:00,,School,Senior Fall II,2,3:50 PM,,
Ike,Saturday,12,15,12/15/18,408,3.37,8:49,8:55,6.74,30,0,25,0.33,15:01,15:10,3.96,5,0,433,3.7,35,0,0:35:00,,School,Senior Fall II,3,10:25 AM,,
Ike,Sunday,12,16,12/16/18,689,5.81,7:28,7:30,8.013,43,30,24,0.33,14:58,15:10,3.96,5,0,713,6.14,48,30,0:48:30,,School,Senior Fall II,6,10:00 AM,GASSED. Ended early. 8.02 pace for first 42:30,
Ike,Monday,12,17,12/17/18,482,4.01,8:58,8:59,6.683,36,0,24,0.33,14:58,15:10,3.96,5,0,506,4.34,41,0,0:41:00,,School,Senior Fall II,2,10:20 AM,,
Ike,Tuesday,12,18,12/18/18,665,5.58,8:03,8:04,7.44,45,0,24,0.33,14:58,15:10,3.96,5,0,689,5.91,50,0,0:50:00,,School,Senior Fall II,4,10:30 AM,slight back pain,
Ike,Wednesday,12,19,12/19/18,403,3.35,8:57,8:58,6.7,30,0,24,0.33,15:04,15:10,3.96,5,0,427,3.68,35,0,0:35:00,,School,Senior Fall II,,9:35 AM,,
Ike,Thursday,12,20,12/20/18,657,5.51,8:09,8:11,7.346,45,0,24,0.33,15:04,15:10,3.96,5,0,681,5.84,50,0,0:50:00,,School,Senior Fall II,4,10:20 AM,slight back pain,
Outside,Friday,12,21,12/21/18,467,4.47,0,8:31,7.057,38,0,0,0.26,0,16:21,3.67,4,15,467,4.73,42,15,0:42:15,,Home,Senior Winter Break 2019,,11:05 AM,,
Outside,Saturday,12,22,12/22/18,399,3.8,0,8:57,6.705,34,0,0,0.3,0,16:40,3.6,5,0,399,4.1,39,0,0:39:00,,Home,Senior Winter Break 2019,3,10:45 AM,,
Outside,Sunday,12,23,12/23/18,862,8.36,0,8:30,7.064,71,0,0,0.33,0,15:10,3.96,5,0,862,8.69,76,0,1:16:00,,Home,Senior Winter Break 2019,5,10:00 AM,"Foot pain. Not really tired, could have gone for 10 miles but feet hurt. No foot pain after run. Jake's Pizza said 37",
Outside,Monday,12,24,12/24/18,381,3.61,0,8:19,7.22,30,0,0,0.26,0,17:19,3.466,4,30,381,3.87,34,30,0:34:30,,Home,Senior Winter Break 2019,2,11:00 AM,,
Outside,Tuesday,12,25,12/25/18,370,3.51,0,8:42,6.904,30,30,0,0.29,0,17:15,3.48,5,0,370,3.8,35,30,0:35:30,,Home,Senior Winter Break 2019,6,11:00 AM,Gassed,
Outside,Wednesday,12,26,12/26/18,424,4.08,0,8:35,6.994,35,0,0,0.23,0,18:29,3.247,4,15,424,4.31,39,15,0:39:15,,Home,Senior Winter Break 2019,5,10:50 AM,Gassed again lol,
,Thursday,12,27,12/27/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Senior Winter Break 2019,,,,
Outside,Friday,12,28,12/28/18,427,4.08,0,8:20,7.2,34,0,0,0.24,0,17:43,3.388,4,15,427,4.32,38,15,0:38:15,,Home,Senior Winter Break 2019,4,11:15 AM,VERY sore before and after run. Jake's Pizza said 33,
Outside,Saturday,12,29,12/29/18,351,3.35,0,9:34,6.281,32,0,0,0.31,0,18:17,3.282,5,40,351,3.66,37,40,0:37:40,,Home,Senior Winter Break 2019,4.5,10:30 AM,Sore,
Outside,Sunday,12,30,12/30/18,524,5.04,0,8:32,7.032,43,0,0,0.26,0,17:19,3.466,4,30,524,5.3,47,30,0:47:30,,Home,Senior Winter Break 2019,5,11:10 AM,,
,Monday,12,31,12/31/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Senior Winter Break 2019,,,,
Outside,Tuesday,1,1,1/1/19,221,2.01,0,8:28,7.094,17,0,0,0.27,0,17:36,3.41,4,45,221,2.28,21,45,0:21:45,,Home,Senior Winter Break 2019,4,11:00 AM,,
Outside,Wednesday,1,2,1/2/19,567,5.52,0,8:53,6.759,49,0,0,0.23,0,19:00,3.16,4,22,567,5.75,53,22,0:53:22,,Home,Senior Winter Break 2019,4,10:30 AM,,
Outside,Thursday,1,3,1/3/19,429,4.13,0,8:44,6.883,36,0,0,0.23,0,19:13,3.124,4,25,429,4.36,40,25,0:40:25,,Home,Senior Winter Break 2019,4,10:50 AM,"Left arch hurt during run, right arch hurt after",
Outside,Friday,1,4,1/4/19,269,2.51,0,8:46,6.845,22,0,0,0.25,0,18:20,3.272,4,35,269,2.76,26,35,0:26:35,,Home,Senior Winter Break 2019,3,11:20 AM,Left hamstring pull. First time ever,
Outside,Saturday,1,5,1/5/19,1340,13.3,0,9:02,6.65,120,0,0,0.27,0,18:32,3.24,5,0,1340,13.57,125,0,2:05:00,,Home,Senior Winter Break 2019,8,11:00 AM,"Feet hurt during run, check phone for time check points. Back hurt after run. Back of left knee hurt after nap",
Outside,Sunday,1,6,1/6/19,154,1.35,0,8:54,6.75,12,0,0,0.27,0,17:55,3.351,4,50,154,1.62,16,50,0:16:50,,Home,Senior Winter Break 2019,1,11:05 AM,,
,Monday,1,7,1/7/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Senior Winter Break 2019,,,,
Outside,Tuesday,1,8,1/8/19,393,3.71,0,8:38,6.956,32,0,0,0.3,0,16:40,3.6,5,0,393,4.01,37,0,0:37:00,,Home,Senior Winter Break 2019,3,4:55 PM,Sunset was 4:43 and I ran at 4:55 so it was dark out and not safe,
Outside,Wednesday,1,9,1/9/19,564,5.44,0,8:28,7.095,46,0,0,0.27,0,16:22,3.667,4,25,564,5.71,50,25,0:50:25,,Home,Senior Winter Break 2019,4,11:00 AM,"Jakes Pizza said 22 degrees out, my phone said 25 at 11:59AM",
Outside,Thursday,1,10,1/10/19,427,4.1,0,8:33,7.028,35,0,0,0.24,0,18:25,3.26,4,25,427,4.34,39,25,0:39:25,,Home,Senior Winter Break 2019,3,10:40 AM,"Jakes Pizza said 23, but I had more clothing than yesterday so it was more comfortable",
Outside,Friday,1,11,1/11/19,664,6.47,0,8:49,6.81,57,0,0,0.28,0,17:52,3.36,5,0,664,6.75,62,0,1:02:00,,Home,Senior Winter Break 2019,5,11:00 AM,Intended to go for 8.5ish miles but left heel hurt bad. No pain after run,
,Saturday,1,12,1/12/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Senior Winter Break 2019,,,,
Outside,Sunday,1,13,1/13/19,483,4.7,0,9:09,6.558,43,0,0,0.22,0,18:11,3.3,4,0,483,4.92,47,0,0:47:00,,Home,Senior Winter Break 2019,3.5,8:45 AM,,
Ike,Monday,1,14,1/14/19,510,4.28,7:55,7:57,7.552,34,0,24,0.34,15:04,14:43,4.08,5,0,534,4.62,39,0,0:39:00,,School,Senior Spring I,5,6:50 PM,,
Ike,Tuesday,1,15,1/15/19,701,5.85,8:32,8:33,7.02,50,0,24,0.33,14:57,15:10,3.96,5,0,725,6.18,55,0,0:55:00,,School,Senior Spring I,5,4:30 PM,,
Ike,Wednesday,1,16,1/16/19,536,4.52,7:30,7:32,7.976,34,0,24,0.33,14:57,15:10,3.96,5,0,560,4.85,39,0,0:39:00,,School,Senior Spring I,4,4:00 PM,,
Ike,Thursday,1,17,1/17/19,282,2.35,8:28,8:31,7.05,20,0,19,0.27,14:58,14:49,4.05,4,0,301,2.62,24,0,0:24:00,,School,Senior Spring I,4,12:05 PM,Tired before I even stepped on the treadmill,
Ike,Friday,1,18,1/18/19,510,4.29,7:55,7:56,7.57,34,0,24,0.33,15:04,15:10,3.96,5,0,534,4.62,39,0,0:39:00,,School,Senior Spring I,5.5,4:00 PM,Chugged a lot of Powerade before run and had to poop for last 15 minutes of run. Pooped before run too,
,Saturday,1,19,1/19/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,Basketball at the ARC from 9-11. Played 5 games of 3v3,
Ike,Sunday,1,20,1/20/19,894,7.5,7:59,8:00,7.5,60,0,24,0.33,15:01,15:10,3.96,5,0,918,7.83,65,0,1:05:00,,School,Senior Spring I,6,10:00 AM,Left heel pain BAD during 50+ minutes,
,Monday,1,21,1/21/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,,
,Tuesday,1,22,1/22/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,,
Ike,Wednesday,1,23,1/23/19,511,4.3,7:54,7:55,7.588,34,0,25,0.33,14:56,15:10,3.96,5,0,536,4.63,39,0,0:39:00,,School,Senior Spring I,2,3:00 PM,,
,Thursday,1,24,1/24/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,,
Ike,Friday,1,25,1/25/19,512,4.3,7:53,7:55,7.588,34,0,24,0.33,15:04,15:10,3.96,5,0,536,4.63,39,0,0:39:00,,School,Senior Spring I,5,3:20 PM,,
Ike,Saturday,1,26,1/26/19,287,2.4,8:18,8:20,7.2,20,0,19,0.27,14:58,14:49,4.05,4,0,306,2.67,24,0,0:24:00,,School,Senior Spring I,3,10:30 AM,,
,Sunday,1,27,1/27/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,Basketball at the ARC. 1.5 hours. Played 5 games of 3v3. Kinda gassed,
Ike,Monday,1,28,1/28/19,512,4.3,7:53,7:55,7.588,34,0,24,0.33,15:04,15:10,3.96,5,0,536,4.63,39,0,0:39:00,,School,Senior Spring I,4,11:10 AM,,
Ike,Tuesday,1,29,1/29/19,512,4.3,7:53,7:55,7.588,34,0,24,0.34,14:58,14:43,4.08,5,0,536,4.64,39,0,0:39:00,,School,Senior Spring I,4,4:55 PM,,
,Wednesday,1,30,1/30/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,"Basketball at the ARC. 2.5 hours. Played 5 games of 5v5, but games were pretty spaced out. Not too tired",
,Thursday,1,31,1/31/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,,
Ike,Friday,2,1,2/1/19,512,4.3,7:53,7:55,7.588,34,0,24,0.34,15:04,14:43,4.08,5,0,536,4.64,39,0,0:39:00,,School,Senior Spring I,4,4:25 PM,,
Ike,Saturday,2,2,2/2/19,299,2.51,7:57,7:59,7.53,20,0,19,0.27,14:57,14:49,4.05,4,0,318,2.78,24,0,0:24:00,,School,Senior Spring I,3,4:05 PM,,
Ike,Sunday,2,3,2/3/19,511,4.3,7:54,7:55,7.588,34,0,25,0.33,14:58,15:10,3.96,5,0,536,4.63,39,0,0:39:00,,School,Senior Spring I,6.5,10:00 AM,GASSED!!! Meant to go for 60 but was SO tired. Tired before I even stepped on the treadmill,
,Monday,2,4,2/4/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,,
,Tuesday,2,5,2/5/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,,
,Wednesday,2,6,2/6/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,,
,Thursday,2,7,2/7/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,,
Ike,Friday,2,8,2/8/19,512,4.3,7:53,7:55,7.588,34,0,24,0.33,15:04,15:10,3.96,5,0,536,4.63,39,0,0:39:00,,School,Senior Spring I,4,9:20 AM,,
,Saturday,2,9,2/9/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,Basketball at the Arc. 3 games of 5 v 5,
Ike,Sunday,2,10,2/10/19,860,7.2,8:19,8:20,7.2,60,0,25,0.33,15:04,15:10,3.96,5,0,885,7.53,65,0,1:05:00,,School,Senior Spring I,4,9:10 AM,Felt pretty good. Mild right knee pain,
,Monday,2,11,2/11/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,,
,Tuesday,2,12,2/12/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,,
Ike,Wednesday,2,13,2/13/19,307,2.58,7:44,7:46,7.74,20,0,19,0.27,14:57,14:49,4.05,4,0,326,2.85,24,0,0:24:00,,School,Senior Spring I,1,9:10 AM,,
,Thursday,2,14,2/14/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,Ran to class. 0.71 miles in about 6 minutes. Not counting towards spreadsheet. Somewhat gassed lol even though short run,
Ike,Friday,2,15,2/15/19,597,5.07,6:53,6:55,8.691,35,0,24,0.33,14:56,15:10,3.96,5,0,621,5.4,40,0,0:40:00,,School,Senior Spring I,5.5,6:00 PM,,
Ike,Saturday,2,16,2/16/19,280,2.33,8:33,8:36,6.99,20,0,19,0.27,14:58,14:49,4.05,4,0,299,2.6,24,0,0:24:00,,School,Senior Spring I,2.5,10:10 AM,,
Ike,Sunday,2,17,2/17/19,862,7.21,8:18,8:20,7.21,60,0,24,0.33,14:58,15:10,3.96,5,0,886,7.54,65,0,1:05:00,,School,Senior Spring I,5.5,9:30 AM,Left foot hurt after 50th minute,
Ike,Monday,2,18,2/18/19,280,2.34,8:31,8:33,7.02,20,0,20,0.27,14:58,14:49,4.05,4,0,300,2.61,24,0,0:24:00,,School,Senior Spring I,1.5,10:55 AM,,
,Tuesday,2,19,2/19/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,,
,Wednesday,2,20,2/20/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,,
CRCE,Thursday,2,21,2/21/19,291,2.44,8:10,8:12,7.32,20,0,20,0.27,14:56,14:49,4.05,4,0,311,2.71,24,0,0:24:00,,School,Senior Spring I,2,9:30 AM,,
Ike,Friday,2,22,2/22/19,512,4.3,7:53,7:55,7.588,34,0,24,0.33,15:04,15:10,3.96,5,0,536,4.63,39,0,0:39:00,,School,Senior Spring I,3,9:00 AM,,
Ike,Saturday,2,23,2/23/19,951,8.03,7:28,7:29,8.03,60,0,24,0.33,15:04,15:10,3.96,5,0,975,8.36,65,0,1:05:00,,School,Senior Spring I,7,7:15 PM,"My best run ever? Lingering right foot pain during back half of run. Splits: unknown, 15:56, 23:12, 30:20, 37:30, 44:54, 52:22, 59:46",
Ike,Sunday,2,24,2/24/19,269,2.23,8:55,8:59,6.69,20,0,19,0.27,14:58,14:49,4.05,4,0,288,2.5,24,0,0:24:00,,School,Senior Spring I,4,11:15 AM,Tired before I even stepped on treadmill,
Ike,Monday,2,25,2/25/19,512,4.3,7:53,7:55,7.588,34,0,24,0.34,14:58,14:43,4.08,5,0,536,4.64,39,0,0:39:00,,School,Senior Spring I,3,11:45 AM,,
,Tuesday,2,26,2/26/19,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Spring I,,,,
Ike,Wednesday,2,27,2/27/19,512,4.3,7:53,7:55,7.588,34,0,24,0.34,15:04,14:43,4.08,5,0,536,4.64,39,0,0:39:00,,School,Senior Spring I,3,9:25 AM,Quick run to relax mind before discussion,
Ike,Thursday,2,28,2/28/19,292,2.45,8:09,8:10,7.35,20,0,19,0.26,15:04,15:24,3.9,4,0,311,2.71,24,0,0:24:00,,School,Senior Spring I,2,10:50 AM,,
