Include,,,,,Run,Cooldown,TOTAL,,,,,Guess,,Notes,,,,,,,,,,,,,,,,
Location,Day,Month,Day,Date,Run Calories,Run Distance,Average Pace,Average Pace Kevin,MPH Kevin,Run Minutes,Run Seconds,Walk Calories,Walk Distance,Average Pace,Average Pace Kevin,MPH Kevin,Walk Minutes,Walk Seconds,Calories,Distance,Minutes,Seconds,Time,Kevin Intensity Meter,Town,Season,,Start Time,Notes,
,Thursday,6,14,6/14/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Friday,6,15,6/15/18,422,4.01,0,8:44,6.874,35,0,0,0.21,0,19:03,3.15,4,0,422,4.22,39,0,0:39:00,,Home,Summer 2018,,10:00 AM,http://fightingillini.com/roster.aspx?rp_id=6923,
,Saturday,6,16,6/16/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
,Sunday,6,17,6/17/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Monday,6,18,6/18/18,429,4.09,0,8:34,7.011,35,0,0,0.19,0,19:18,3.109,3,40,429,4.28,38,40,0:38:40,,Home,Summer 2018,,8:00 PM,,
,Tuesday,6,19,6/19/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Wednesday,6,20,6/20/18,247,4.1,0,8:47,6.833,36,0,0,0.15,0,20:00,3,3,0,247,4.25,39,0,0:39:00,,Home,Summer 2018,,8:00 PM,"Stupid Nike Run App crashed during the run so I actually don't know how much I ran and the time either. I need a new phone. I estimate that I ran 4.1 miles in 36 minutes, with a cooldown of .15 miles in 3 minutes. Pace was 8:41 for first two miles before app crash.",
,Thursday,6,21,6/21/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Friday,6,22,6/22/18,536,5.13,0,8:47,6.84,45,0,0,0.22,0,18:11,3.3,4,0,536,5.35,49,0,0:49:00,,Home,Summer 2018,,2:30 PM,,
,Saturday,6,23,6/23/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,Balled at Andrew Slivinski's grad party and legs were cashed,
Outside,Sunday,6,24,6/24/18,428,4.04,0,8:55,6.733,36,0,0,0.27,0,18:32,3.24,5,0,428,4.31,41,0,0:41:00,,Home,Summer 2018,,12:00 PM,,
,Monday,6,25,6/25/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Tuesday,6,26,6/26/18,440,4.29,0,8:10,7.354,35,0,0,0.11,0,20:10,2.977,2,13,440,4.4,37,13,0:37:13,,Home,Summer 2018,,7:05 PM,Started to pour as soon as I went outside. Left heel started to hurt during 35th minute. Had good pace. Wanted to go for 5 miles. Also Nike App sucks. Cooldown was actually like 6 minutes and .3 miles,
,Wednesday,6,27,6/27/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Thursday,6,28,6/28/18,373,3.06,0,8:50,6.8,27,0,0,1.01,0,18:10,3.305,18,20,373,4.07,45,20,0:45:20,,Home,Summer 2018,,10:10 AM,SO GASSED on this run. Not really hydrated at all before I ran. Drank 32oz of water after I was done though,
,Friday,6,29,6/29/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Saturday,6,30,6/30/18,279,2.69,0,8:34,7.017,23,0,0,0.13,0,15:24,3.9,2,0,279,2.82,25,0,0:25:00,,Home,Summer 2018,,11:00 AM,Short run outside before work. It was 88 degrees out. And humid,
Outside,Sunday,7,1,7/1/18,518,5.05,0,8:37,6.965,43,30,0,0.17,0,17:39,3.4,3,0,518,5.22,46,30,0:46:30,,Home,Summer 2018,,8:10 PM,Alexis Carrillo / Carly Thomas. About 78 degrees. Love you. Kept strong pace throughout run.,
,Monday,7,2,7/2/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Tuesday,7,3,7/3/18,378,3.21,0,8:47,6.833,28,11,0,0.81,0,17:18,3.471,14,0,378,4.02,42,11,0:42:11,,Home,Summer 2018,,10:45 AM,GASSED. Took a 2 minute break right after the 3rd mile. Then ran for 2 minutes after that. And was gassed. 2 minute break is included in cooldown. 91 degrees out,
Outside,Wednesday,7,4,7/4/18,273,2.57,0,8:34,7.009,22,0,0,0.23,0,16:19,3.68,3,45,273,2.8,25,45,0:25:45,,Home,Summer 2018,,8:05 PM,88 degrees out. Pretty gassed.,
,Thursday,7,5,7/5/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Friday,7,6,7/6/18,524,5.17,0,8:31,7.05,44,0,0,0.07,0,17:52,3.36,1,15,524,5.24,45,15,0:45:15,,Home,Summer 2018,,11:00 AM,,
,Saturday,7,7,7/7/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Sunday,7,8,7/8/18,622,6.02,0,7:52,7.63,47,20,0,0.19,0,17:59,3.336,3,25,622,6.21,50,45,0:50:45,,Home,Summer 2018,,6:10 PM,Tried really hard to run a 10k. Phenomenal pace,
,Monday,7,9,7/9/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Tuesday,7,10,7/10/18,401,3.85,0,8:35,7,33,0,0,0.21,0,16:40,3.6,3,30,401,4.06,36,30,0:36:30,,Home,Summer 2018,,6:00 PM,,
,Wednesday,7,11,7/11/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Thursday,7,12,7/12/18,402,4,0,8:40,6.926,34,39,0,0.37,0,18:31,3.24,6,51,402,4.37,41,30,0:41:30,,Home,Summer 2018,,,Carly,
Outside,Friday,7,13,7/13/18,215,2.02,0,8:40,6.925,17,30,0,0.2,0,19:10,3.13,3,50,215,2.22,21,20,0:21:20,,Home,Summer 2018,,11:05 AM,85 outside. Gassed,
Outside,Saturday,7,14,7/14/18,430,4.21,0,9:02,6.647,38,0,0,0.14,0,18:28,3.251,2,35,430,4.35,40,35,0:40:35,,Home,Summer 2018,,5:50 PM,Both feet hurt around 37th minute,
,Sunday,7,15,7/15/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Monday,7,16,7/16/18,391,3.87,0,8:55,6.73,34,30,0,0.06,0,16:40,3.6,1,0,391,3.93,35,30,0:35:30,,Home,Summer 2018,,4:10 PM,My phone said that it was 86 and that it felt like it was 90 but the sign outside Jake's Pizza said 96! Pretty gassed. Then I played volleyball with Jack Duggan and Daniel Duggan for 90 minutes at WPD. Fun!,
,Tuesday,7,17,7/17/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Wednesday,7,18,7/18/18,527,5.14,0,8:46,6.853,45,0,0,0.2,0,17:30,3.428,3,30,527,5.34,48,30,0:48:30,,Home,Summer 2018,,10:10 AM,82 degrees out,
,Thursday,7,19,7/19/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Friday,7,20,7/20/18,561,5.47,0,8:58,6.697,49,0,0,0.22,0,18:57,3.168,4,10,561,5.69,53,10,0:53:10,,Home,Summer 2018,,10:25 AM,78 and slightly rainy. Left heel in slight pain but pain picked up during 6th mile. Wanted to run 10k,
,Saturday,7,21,7/21/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Sunday,7,22,7/22/18,379,3.31,0,8:28,7.092,28,0,0,0.68,0,17:39,3.4,12,0,379,3.99,40,0,0:40:00,,Home,Summer 2018,,6:20 PM,Right ankle in pain. Left heel in pain. Overall bad run,
,Monday,7,23,7/23/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Tuesday,7,24,7/24/18,641,6.23,0,8:50,6.796,55,0,0,0.28,0,17:52,3.36,5,0,641,6.51,60,0,1:00:00,,Home,Summer 2018,,6:05 PM,GASSED. Love you Alexis,
,Wednesday,7,25,7/25/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Thursday,7,26,7/26/18,428,4.11,0,8:46,6.85,36,0,0,0.24,0,19:27,3.085,4,40,428,4.35,40,40,0:40:40,,Home,Summer 2018,,10:45 AM,Love you Alexis,
Outside,Friday,7,27,7/27/18,429,4.11,0,8:31,7.045,35,0,0,0.25,0,18:40,3.214,4,40,429,4.36,39,40,0:39:40,,Home,Summer 2018,,10:35 AM,Love you Alexis,
,Saturday,7,28,7/28/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Sunday,7,29,7/29/18,529,5.18,0,8:53,6.756,46,0,0,0.18,0,18:04,3.323,3,15,529,5.36,49,15,0:49:15,,Home,Summer 2018,,6:00 PM,Love you Alexis,
,Monday,7,30,7/30/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,Played volleyball with Jack Duggan Daniel Duggan yeet,
,Tuesday,7,31,7/31/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,Heel hurts a lot from volleyball,
,Wednesday,8,1,8/1/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,Heel hurts a little from volleyball,
Outside,Thursday,8,2,8/2/18,431,4.11,0,8:31,7.045,35,0,0,0.27,0,16:40,3.6,4,30,431,4.38,39,30,0:39:30,,Home,Summer 2018,,5:05 PM,,
,Friday,8,3,8/3/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Saturday,8,4,8/4/18,529,5.13,0,8:59,6.691,46,0,0,0.26,0,19:14,3.12,5,0,529,5.39,51,0,0:51:00,,Home,Summer 2018,,6:35 PM,Left heel pain during 46th minute,
,Sunday,8,5,8/5/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,Was planning on running 2-3 miles today but left heel felt somewhat uncomfortable. Don't want to risk it. Also playing volleyball tomorrow. Yeet,
Outside,Monday,8,6,8/6/18,57,0.53,0,8:30,7.066,4,30,0,0.04,0,12:30,4.8,0,30,57,0.57,5,0,0:05:00,,Home,Summer 2018,,11:00 AM,Tried running. Left heel Hurt,
,Tuesday,8,7,8/7/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Wednesday,8,8,8/8/18,431,4.18,0,9:06,6.6,38,0,0,0.21,0,19:03,3.15,4,0,431,4.39,42,0,0:42:00,,Home,Summer 2018,,10:20 AM,GASSED on run. 84 degrees out but had trouble breathing towards end. Smh. left heel felt ok.,
,Thursday,8,9,8/9/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Friday,8,10,8/10/18,446,4.34,0,9:13,6.51,40,0,0,0.21,0,19:03,3.15,4,0,446,4.55,44,0,0:44:00,,Home,Summer 2018,,10:30 AM,Stupid Nike Run App crashed during the run so I actually don't know how much I ran and the time either. I got a new phone. I estimate that I ran 5.11 miles in 47 minutes. Only accounted for 4.34 in 40 minutse. Cooldown is accurate. Took a 30 second pause during first mile to fix phone. 84 degrees out. GASSED. Both feet only felt ok. Not bad but not good just ok,
,Saturday,8,11,8/11/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Sunday,8,12,8/12/18,657,6.39,0,8:56,6.726,57,0,0,0.29,0,17:15,3.48,5,0,657,6.68,62,0,1:02:00,,Home,Summer 2018,,7:30 PM,Big ten 10k today motivated me to run my own 6.39 mile run. Very weird run. Dark out and never really felt tired. Just kept going for 57 minutes.,
Outside,Monday,8,13,8/13/18,370,3.53,0,8:47,6.832,31,0,0,0.24,0,16:40,3.6,4,0,370,3.77,35,0,0:35:00,,Home,Summer 2018,,10:30 AM,,
,Tuesday,8,14,8/14/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Wednesday,8,15,8/15/18,206,1.89,0,9:00,6.67,17,0,0,0.25,0,20:00,3,5,0,206,2.14,22,0,0:22:00,,Home,Summer 2018,,5:00 PM,Very full during run,
Outside,Thursday,8,16,8/16/18,434,4.17,0,8:24,7.148,35,0,0,0.21,0,19:03,3.15,4,0,434,4.38,39,0,0:39:00,,Home,Summer 2018,,5:40 PM,Went a little harder than usual. 90 degreess out,
Outside,Friday,8,17,8/17/18,436,4.24,0,8:30,7.066,36,0,0,0.16,0,18:45,3.2,3,0,436,4.4,39,0,0:39:00,,Home,Summer 2018,,7:00 PM,80 degrees out. Love Alexis,
,Saturday,8,18,8/18/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
,Sunday,8,19,8/19/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Monday,8,20,8/20/18,506,4.42,0,8:43,6.888,38,30,0,0.95,0,19:29,3.081,18,30,506,5.37,57,0,0:57:00,,Home,Summer 2018,,10:25 AM,8:23 pace for first two miles. Then was GASSED. Left heel started to hurt during 4th mile and I gave up during the 5th. 78 degrees out. Drizzle throughout run. Just a bad run,
,Tuesday,8,21,8/21/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Outside,Wednesday,8,22,8/22/18,429,4.16,0,8:54,6.745,37,0,0,0.21,0,19:03,3.15,4,0,429,4.37,41,0,0:41:00,,Home,Summer 2018,,10:30 AM,Jake's Pizza said 77 and my phone said 72 but I was gassed. Out of breath during end of run,
Outside,Thursday,8,23,8/23/18,432,4.18,0,8:52,6.778,37,0,0,0.21,0,19:03,3.15,4,0,432,4.39,41,0,0:41:00,,Home,Summer 2018,,10:35 AM,80 degrees out but still pretty gassed.,
,Friday,8,24,8/24/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,Home,Summer 2018,,,,
Ike,Saturday,8,25,8/25/18,253,2.11,8:30,8:32,7.033,18,0,17,0.24,14:53,14:56,4.018,3,35,270,2.35,21,35,0:21:35,,School,Senior Fall I,,4:50 PM,Back on the Ike treadmill. Feet hurt,
Ike,Sunday,8,26,8/26/18,487,4.08,8:19,8:20,7.2,34,0,25,0.33,15:04,15:10,3.96,5,0,512,4.41,39,0,0:39:00,,School,Senior Fall I,,6:00 PM,"Right foot felt ok. Left was pretty good, not great.",
,Monday,8,27,8/27/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,,
Ike,Tuesday,8,28,8/28/18,480,4.01,8:28,8:29,7.076,34,0,24,0.33,15:04,15:10,3.96,5,0,504,4.34,39,0,0:39:00,,School,Senior Fall I,,4:20 PM,Left foot felt some pain lowkey smh,
Ike,Wednesday,8,29,8/29/18,487,4.07,8:20,8:22,7.182,34,0,24,0.33,14:58,15:10,3.96,5,0,511,4.4,39,0,0:39:00,,School,Senior Fall I,,7:15 PM,"Legs felt eh. Right foot was kinda pain, left foot was only ok.",
,Thursday,8,30,8/30/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,,
Ike,Friday,8,31,8/31/18,488,4.08,8:19,8:20,7.2,34,0,24,0.34,14:58,14:43,4.08,5,0,512,4.42,39,0,0:39:00,,School,Senior Fall I,,3:05 PM,legs felt ok,
Ike,Saturday,9,1,9/1/18,517,4.34,7:49,7:51,7.658,34,0,24,0.34,14:58,14:43,4.08,5,0,541,4.68,39,0,0:39:00,,School,Senior Fall I,,9:45 AM,quick run before we #BeatKentState. We beat #14 OK STATE last night in soccer! Love u Alicia thanks for the follow last night,
Ike,Sunday,9,2,9/2/18,511,4.3,7:54,7:55,7.588,34,0,24,0.33,15:04,15:10,3.96,5,0,535,4.63,39,0,0:39:00,,School,Senior Fall I,,3:25 PM,"GASSED. Lowkey I love you Alicia. Love. Went to soccer game today. Legs felt fine, just very sweaty and out of breath. Wanted to go for 48",
Ike,Monday,9,3,9/3/18,508,4.27,7:57,7:58,7.535,34,0,24,0.33,15:04,15:10,3.96,5,0,532,4.6,39,0,0:39:00,,School,Senior Fall I,,3:25 PM,Legs were tired but I love the grind. I love Alicia,
Ike,Tuesday,9,4,9/4/18,334,2.78,8:59,9:00,6.672,25,0,24,0.33,15:01,15:10,3.96,5,0,358,3.11,30,0,0:30:00,,School,Senior Fall I,,10:20 AM,Legs completely gassed. Left heel hurt so I stopped. Went at a slower pace and still was gassed.,
,Wednesday,9,5,9/5/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,Left heel hurt today and I didn’t even run smh,
Elliptical,Thursday,9,6,9/6/18,229,1.51,11:14,11:16,5.329,17,0,20,0.27,12:14,12:36,4.764,3,24,249,1.78,20,24,0:20:24,,School,Senior Fall I,,10:50 AM,"Left heel still hurt so went with the elliptical. It feels ok. I was GASSED though, it’s a different type of a machine",
Ike,Friday,9,7,9/7/18,487,4.08,8:19,8:20,7.2,34,0,24,0.33,15:04,15:10,3.96,5,0,511,4.41,39,0,0:39:00,,School,Senior Fall I,,11:50 AM,Right calf baby. No pain no gain. Love you Alicia,
Ike,Saturday,9,8,9/8/18,507,4.26,7:58,7:59,7.517,34,0,24,0.33,15:01,15:10,3.96,5,0,531,4.59,39,0,0:39:00,,School,Senior Fall I,,11:05 AM,,
Ike,Sunday,9,9,9/9/18,512,4.3,7:53,7:55,7.588,34,0,24,0.33,15:04,15:10,3.96,5,0,536,4.63,39,0,0:39:00,,School,Senior Fall I,,10:20 AM,,
,Monday,9,10,9/10/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,,
Ike,Tuesday,9,11,9/11/18,523,4.4,7:42,7:44,7.764,34,0,24,0.34,15:04,14:43,4.08,5,0,547,4.74,39,0,0:39:00,,School,Senior Fall I,,11:05 AM,,
Ike,Wednesday,9,12,9/12/18,507,4.26,7:58,7:59,7.517,34,0,25,0.34,15:04,14:43,4.08,5,0,532,4.6,39,0,0:39:00,,School,Senior Fall I,,4:40 PM,Love you Alicia / Alexis,
Ike,Thursday,9,13,9/13/18,524,4.41,7:42,7:43,7.782,34,0,24,0.33,15:01,15:10,3.96,5,0,548,4.74,39,0,0:39:00,,School,Senior Fall I,,4:55 PM,Legs felt great. Love you Alicia,
Ike,Friday,9,14,9/14/18,507,4.26,7:58,7:59,7.517,34,0,25,0.33,14:58,15:10,3.96,5,0,532,4.59,39,0,0:39:00,,School,Senior Fall I,,11:50 AM,GASSED. Love you Alicia,
Ike,Saturday,9,15,9/15/18,372,3.11,8:21,8:22,7.176,26,0,24,0.33,14:58,15:10,3.96,5,0,396,3.44,31,0,0:31:00,,School,Senior Fall I,,10:00 AM,Legs were gassed before I even stepped on the treadmill. Wanted to quit after 13 minutes. Left heel hurt during 25-26th minute.,
Ike,Sunday,9,16,9/16/18,515,4.32,7:51,7:53,7.623,34,0,24,0.34,15:01,14:43,4.08,5,0,539,4.66,39,0,0:39:00,,School,Senior Fall I,,5:15 PM,GASSED. Love you Alicia,
,Monday,9,17,9/17/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,,
Ike,Tuesday,9,18,9/18/18,507,4.26,7:58,7:59,7.517,34,0,24,0.33,14:58,15:10,3.96,5,0,531,4.59,39,0,0:39:00,,School,Senior Fall I,,10:45 AM,Pretty gassed even though I took yesterday off but I still love Alexis and Alicia!!,
Elliptical,Wednesday,9,19,9/19/18,369,1.4,12:04,12:09,4.941,17,0,10,0.17,19:52,20:00,3,3,24,379,1.57,20,24,0:20:24,,School,Senior Fall I,,4:25 PM,GASSED. Like really gassed. Had to use elliptical between class and work. It kicked my butt. No time for treadmill. But I love you Alicia,
Ike,Thursday,9,20,9/20/18,557,4.72,7:12,7:13,8.329,34,0,25,0.33,14:57,15:10,3.96,5,0,582,5.05,39,0,0:39:00,,School,Senior Fall I,,5:45 PM,My best run ever? Pretty gassed,
Ike,Friday,9,21,9/21/18,300,2.52,7:55,7:57,7.56,20,0,19,0.26,14:57,15:24,3.9,4,0,319,2.78,24,0,0:24:00,,School,Senior Fall I,,11:20 AM,Legs hurt.,
Ike,Saturday,9,22,9/22/18,525,4.43,7:40,7:41,7.817,34,0,25,0.33,15:04,15:10,3.96,5,0,550,4.76,39,0,0:39:00,,School,Senior Fall I,,12:10 PM,Love you Alexis,
Ike,Sunday,9,23,9/23/18,509,4.28,7:56,7:57,7.552,34,0,24,0.33,15:04,15:10,3.96,5,0,533,4.61,39,0,0:39:00,,School,Senior Fall I,,10:05 AM,"We lost to OSU in soccer Thursday, PSU in football Friday, and PSU in soccer on Saturday (yesterday). Smh. Still love you Alicia",
,Monday,9,24,9/24/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,,
Ike,Tuesday,9,25,9/25/18,510,4.28,7:55,7:57,7.552,34,0,24,0.34,15:01,14:43,4.08,5,0,534,4.62,39,0,0:39:00,,School,Senior Fall I,,10:55 AM,,
Ike,Wednesday,9,26,9/26/18,550,4.65,7:18,7:19,8.205,34,0,24,0.33,15:01,15:10,3.96,5,0,574,4.98,39,0,0:39:00,,School,Senior Fall I,,4:40 PM,Legs felt great. Love you Alicia,
Ike,Thursday,9,27,9/27/18,509,4.27,7:56,7:58,7.535,34,0,24,0.34,14:58,14:43,4.08,5,0,533,4.61,39,0,0:39:00,,School,Senior Fall I,,4:55 PM,"GASSED. Love you Alexis, wanted to quit but I love you",
Ike,Friday,9,28,9/28/18,187,1.57,7:55,7:58,7.536,12,30,12,0.17,15:01,14:43,4.08,2,30,199,1.74,15,0,0:15:00,,School,Senior Fall I,,11:10 AM,Legs were completely gassed. Stopped early. Love you Alexis,
Arc,Saturday,9,29,9/29/18,581,4.48,0,7:36,7.905,34,0,28,0.34,0,14:43,4.08,5,0,609,4.82,39,0,0:39:00,,School,Senior Fall I,,10:10 AM,Arc run to catch OskeeRewards points for swim meet,
Ike,Sunday,9,30,9/30/18,509,4.28,7:56,7:57,7.552,34,0,35,0.33,14:56,15:10,3.96,5,0,544,4.61,39,0,0:39:00,,School,Senior Fall I,,10:50 AM,Walk calories probably not accurate. Accidentally pressed incline during walkdown and changed it back,
,Monday,10,1,10/1/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,,
Ike,Tuesday,10,2,10/2/18,510,4.28,7:56,7:57,7.552,34,0,24,0.33,14:58,15:10,3.96,5,0,534,4.61,39,0,0:39:00,,School,Senior Fall I,,11:00 AM,,
Ike,Wednesday,10,3,10/3/18,553,4.67,7:16,7:17,8.241,34,0,24,0.34,14:57,14:43,4.08,5,0,577,5.01,39,0,0:39:00,,School,Senior Fall I,,4:35 PM,No shirt,
Ike,Thursday,10,4,10/4/18,510,4.28,7:55,7:57,7.552,34,0,24,0.34,14:58,14:43,4.08,5,0,534,4.62,39,0,0:39:00,,School,Senior Fall I,,11:00 AM,,
Ike,Friday,10,5,10/5/18,510,4.29,7:55,7:56,7.57,34,0,23,0.33,15:04,15:10,3.96,5,0,533,4.62,39,0,0:39:00,,School,Senior Fall I,,11:30 AM,Right heel light pain,
Ike,Saturday,10,6,10/6/18,257,2.16,7:52,7:53,7.623,17,0,16,0.22,14:52,15:28,3.882,3,24,273,2.38,20,24,0:20:24,,School,Senior Fall I,,5:00 PM,"Poor scheduling, trying to plan around eating.",
Ike,Sunday,10,7,10/7/18,510,4.28,7:55,7:57,7.552,34,0,24,0.34,14:58,14:43,4.08,5,0,534,4.62,39,0,0:39:00,,School,Senior Fall I,,10:20 AM,,
,Monday,10,8,10/8/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,,
Ike,Tuesday,10,9,10/9/18,838,7,8:34,8:35,7,60,0,24,0.33,15:04,15:10,3.96,5,0,862,7.33,65,0,1:05:00,,School,Senior Fall I,,10:00 AM,Mild left heel pain. Love you Alicia,
Ike,Wednesday,10,10,10/10/18,510,4.28,7:55,7:57,7.552,34,0,24,0.34,15:04,14:43,4.08,5,0,534,4.62,39,0,0:39:00,,School,Senior Fall I,,4:40 PM,Felt kinda good. Only kinda,
Ike,Thursday,10,11,10/11/18,645,5.4,8:19,8:20,7.2,45,0,24,0.33,15:04,15:10,3.96,5,0,669,5.73,50,0,0:50:00,,School,Senior Fall I,,11:15 AM,Feet felt great. Love you Alicia. Soccer beat Purdue,
Ike,Friday,10,12,10/12/18,482,4.03,8:35,8:27,7.111,34,0,17,0.23,15:05,15:22,3.905,3,32,499,4.26,37,32,0:37:32,,School,Senior Fall I,,11:25 AM,Knuckle accidentally hit STOP during cool down. Legs felt p good. Swimming beat MSU,
Ike,Saturday,10,13,10/13/18,693,5.78,8:38,8:40,6.936,50,0,24,0.33,14:58,15:10,3.96,5,0,717,6.11,55,0,0:55:00,,School,Senior Fall I,,9:45 AM,GASSED. Left heel somewhat hurt towards end,
Ike,Sunday,10,14,10/14/18,259,2.21,6:47,6:48,8.84,15,0,15,0.19,15:06,15:48,3.8,3,0,274,2.4,18,0,0:18:00,,School,Senior Fall I,7,10:05 AM,,
,Monday,10,15,10/15/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,,
Ike,Tuesday,10,16,10/16/18,511,4.29,7:54,7:56,7.57,34,0,24,0.34,14:58,14:43,4.08,5,0,535,4.63,39,0,0:39:00,,School,Senior Fall I,,11:15 AM,,
,Wednesday,10,17,10/17/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,,
Ike,Thursday,10,18,10/18/18,842,7.03,8:31,8:33,7.03,60,0,24,0.33,15:04,15:10,3.96,5,0,866,7.36,65,0,1:05:00,,School,Senior Fall I,,9:30 AM,GASSED. Love you Alicia. My best run ever?,
Ike,Friday,10,19,10/19/18,593,5.02,7:09,7:11,8.366,36,0,24,0.34,14:57,14:43,4.08,5,0,617,5.36,41,0,0:41:00,,School,Senior Fall I,,11:20 AM,"My best run ever? Love you Alicia. Visiting Jack Duggan tomorrow. But you know it's alright, I came to my senses, letting go of my defenses",
,Saturday,10,20,10/20/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,,
,Sunday,10,21,10/21/18,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0:00:00,,School,Senior Fall I,,,Another off day because left heel still hurt,
Ike,Monday,10,22,10/22/18,510,4.28,7:55,7:57,7.552,34,0,24,0.34,14:58,14:43,4.08,5,0,534,4.62,39,0,0:39:00,,School,Senior Fall I,,5:10 PM,Tough run trying to break in new shoes,
Ike,Tuesday,10,23,10/23/18,650,5.45,8:15,8:16,7.266,45,0,24,0.33,15:04,15:10,3.96,5,0,674,5.78,50,0,0:50:00,,School,Senior Fall I,,9:10 AM,Mild foot pain. Fudge,
